order_id,customer_id,restaurant_id,order_ts,status,total_amount,coupon_code,driver_id,payment_method
O00936,6127,95,2025-10-09 04:51:47,OUT_FOR_DELIVERY,788.02,QB009,84,COD
O00937,3708,17,2025-09-02 23:13:52,OUT_FOR_DELIVERY,1170.35,QB001,474,PREPAID
O00938,6768,114,2025-10-17 19:16:17,CANCELLED,1039.87,QB013,388,COD
O00939,1084,91,2025-10-06 10:06:42,OUT_FOR_DELIVERY,1313.98,QB032,353,PREPAID
O00940,7497,455,2025-10-17 08:30:21,CONFIRMED,698.58,QB050,22,PREPAID
O00941,5127,202,2025-08-22 18:55:43,DELIVERED,1414.79,QB037,305,COD
O00942,8531,56,2025-09-23 22:56:15,OUT_FOR_DELIVERY,739.66,QB003,450,COD
O00943,8499,276,2025-08-08 04:59:06,OUT_FOR_DELIVERY,1477.36,QB003,286,PREPAID
O00944,8457,392,2025-10-07 22:24:56,CANCELLED,1447.63,QB013,150,PREPAID
O00945,6522,453,2025-09-01 22:38:01,PREPARING,1183.15,QB019,237,COD
O00946,6922,151,2025-09-09 12:38:59,DELIVERED,1386.65,QB045,265,COD
O00947,7596,425,2025-09-16 11:21:01,CANCELLED,732.38,QB047,257,COD
O00948,2946,399,2025-08-26 21:47:25,DELIVERED,1412.98,QB045,280,COD
O00949,6441,212,2025-09-21 12:44:33,PREPARING,731.24,QB012,233,COD
O00950,7450,47,2025-10-15 07:49:50,PREPARING,553.7,QB042,465,COD
O00951,2025,47,2025-09-06 03:17:07,PLACED,1088.72,QB041,186,COD
O00952,8583,363,2025-09-06 17:13:50,OUT_FOR_DELIVERY,1117.62,QB033,314,COD
O00953,6205,282,2025-10-01 07:18:29,OUT_FOR_DELIVERY,161.47,QB011,468,PREPAID
O00954,9266,447,2025-10-10 18:49:54,CANCELLED,1307.74,QB011,445,COD
O00955,2931,394,2025-08-20 14:54:07,CANCELLED,171.83,QB020,159,PREPAID
O00956,4732,321,2025-09-29 02:20:55,CONFIRMED,264.58,QB009,492,COD
O00957,58,319,2025-08-06 19:08:26,PREPARING,117.09,QB032,438,PREPAID
O00958,8905,414,2025-10-12 17:30:26,PLACED,951.18,QB032,122,COD
O00959,9648,338,2025-08-19 03:06:03,OUT_FOR_DELIVERY,735.23,QB029,41,COD
O00960,4010,452,2025-08-04 11:28:41,DELIVERED,489.36,QB041,286,COD
O00961,802,95,2025-08-30 00:02:35,CONFIRMED,177.09,QB023,19,COD
O00962,532,342,2025-10-17 06:32:26,DELIVERED,1273.22,QB020,170,COD
O00963,804,56,2025-08-13 04:11:30,OUT_FOR_DELIVERY,1491.23,QB011,345,PREPAID
O00964,9748,294,2025-09-27 01:21:23,DELIVERED,348.39,QB030,384,PREPAID
O00965,588,48,2025-10-22 00:30:34,PREPARING,551.95,QB025,420,COD
O00966,7002,432,2025-08-09 14:50:25,DELIVERED,190.9,QB031,69,COD
O00967,4497,169,2025-09-15 01:40:24,DELIVERED,679.26,QB014,357,COD
O00968,954,56,2025-08-29 15:17:47,DELIVERED,1121.62,QB041,271,COD
O00969,7925,371,2025-09-18 22:23:20,CANCELLED,946.69,,362,PREPAID
O00970,6997,312,2025-10-16 07:48:36,PREPARING,463.52,QB037,320,PREPAID
O00971,2126,315,2025-10-18 07:35:55,DELIVERED,794.96,QB047,324,PREPAID
O00972,8070,414,2025-08-20 02:17:06,CONFIRMED,1337.13,QB015,363,PREPAID
O00973,3172,1,2025-08-18 19:45:39,PLACED,133.58,QB041,408,COD
O00974,3397,410,2025-08-20 18:16:40,DELIVERED,1498.58,QB027,24,PREPAID
O00975,5729,287,2025-09-04 20:39:03,CANCELLED,397.27,QB041,104,PREPAID
O00976,4169,405,2025-08-23 04:42:44,PLACED,530.88,QB033,282,PREPAID
O00977,101,59,2025-10-13 21:12:43,CANCELLED,566.6,QB026,371,COD
O00978,2878,100,2025-09-30 20:33:13,PREPARING,1267.36,QB044,246,PREPAID
O00979,583,331,2025-09-03 02:24:36,CONFIRMED,774.09,QB041,236,PREPAID
O00980,7578,402,2025-08-24 10:32:56,OUT_FOR_DELIVERY,1398.91,QB004,428,PREPAID
O00981,9257,372,2025-08-16 14:51:26,CANCELLED,541.7,QB035,10,COD
O00982,9461,351,2025-09-20 08:24:43,PREPARING,1219.35,,182,COD
O00983,2447,144,2025-09-27 04:03:29,PLACED,574.81,QB025,321,COD
O00984,9355,311,2025-08-04 01:59:36,OUT_FOR_DELIVERY,362.33,QB008,443,PREPAID
O00985,5153,364,2025-10-15 07:37:25,PLACED,480.1,QB006,255,COD
O00986,6089,232,2025-09-25 16:50:28,PREPARING,402.6,QB020,90,COD
O00987,6132,402,2025-09-29 20:04:32,PLACED,1188.91,QB006,228,COD
O00988,7908,464,2025-08-04 15:17:44,DELIVERED,315.71,QB022,473,PREPAID
O00989,8580,159,2025-10-14 10:11:46,PREPARING,300.61,QB007,421,COD
O00990,3362,371,2025-10-04 20:03:55,PLACED,743.12,QB046,443,COD
O00991,68,160,2025-10-09 01:23:18,PLACED,1061.87,QB039,447,COD
O00992,5461,240,2025-08-14 17:50:11,PLACED,244.34,QB050,338,PREPAID
O00993,369,296,2025-08-18 07:41:46,PREPARING,994.39,QB014,165,COD
O00994,3155,147,2025-10-15 10:30:58,PREPARING,845.19,QB050,226,COD
O00995,4468,77,2025-10-14 22:06:18,CONFIRMED,483.09,QB001,491,COD
O00996,3385,278,2025-10-11 04:51:05,PREPARING,869.11,QB018,73,PREPAID
O00997,9406,126,2025-08-24 05:54:20,CONFIRMED,199.74,QB040,457,PREPAID
O00998,8857,228,2025-10-25 15:41:26,PLACED,282.1,QB031,463,COD
O00999,1736,197,2025-10-07 08:51:12,PLACED,220.57,QB026,92,PREPAID
O01000,5827,160,2025-08-27 06:30:22,PREPARING,1244.42,QB046,389,COD
