RETURN_ID,ORDER_ID,RETURN_DATE,PRODUCT_ID,CUSTOMER_ID,RETURN_REASON,REFUND_AMOUNT,RETURN_STATUS,CHANNEL_ID
RET00803,ORD0007887,2023-10-04,PRD0152,CUS01918,Not as Described,874.4,Approved,CH01
RET00804,ORD0011927,2023-03-17,PRD0075,CUS03142,Arrived Late,9718.49,Approved,CH02
RET00805,ORD0013760,2024-11-12,PRD0106,CUS02496,Defective Product,916.52,Approved,CH03
RET00806,ORD0019719,2024-01-01,PRD0125,CUS03860,Damaged Packaging,1898.31,Pending,CH03
RET00807,ORD0000110,2024-09-24,PRD0111,CUS01423,Wrong Item Delivered,2815.1,Rejected,CH02
RET00808,ORD0008394,2023-09-22,PRD0100,CUS04949,Defective Product,5808.13,Approved,CH02
RET00809,ORD0008061,2024-02-16,PRD0123,CUS03238,Not as Described,16422.44,Approved,CH02
RET00810,ORD0016574,2023-11-14,PRD0068,CUS03328,Arrived Late,23194.21,Approved,CH01
RET00811,ORD0018916,2024-02-07,PRD0012,CUS03398,Damaged Packaging,193673.48,Approved,CH03
RET00812,ORD0002400,2024-08-29,PRD0131,CUS03556,Size/Fit Issue,10623.76,Approved,CH02
RET00813,ORD0009013,2023-11-13,PRD0076,CUS00695,Size/Fit Issue,5519.62,Pending,CH02
RET00814,ORD0004497,2024-08-27,PRD0002,CUS02919,Size/Fit Issue,105173.9,Pending,CH02
RET00815,ORD0015654,2024-12-23,PRD0131,CUS02036,Not as Described,2221.21,Approved,CH02
RET00816,ORD0006055,2024-03-20,PRD0093,CUS03160,Wrong Item Delivered,3037.34,Pending,CH01
RET00817,ORD0015510,2023-05-29,PRD0089,CUS03758,Defective Product,12863.94,Approved,CH03
RET00818,ORD0003082,2024-01-04,PRD0129,CUS04830,Wrong Item Delivered,27060.43,Approved,CH02
RET00819,ORD0007543,2023-12-10,PRD0120,CUS01169,Arrived Late,2989.01,Approved,CH01
RET00820,ORD0002011,2023-08-29,PRD0070,CUS00027,Changed Mind,18890.98,Pending,CH02
RET00821,ORD0007053,2024-09-27,PRD0133,CUS00248,Wrong Item Delivered,6473.19,Approved,CH01
RET00822,ORD0009165,2023-07-26,PRD0043,CUS04513,Damaged Packaging,13128.7,Approved,CH01
RET00823,ORD0010931,2023-04-24,PRD0105,CUS02101,Wrong Item Delivered,1027.57,Approved,CH02
RET00824,ORD0002419,2024-02-26,PRD0096,CUS00081,Damaged Packaging,5760.04,Rejected,CH02
RET00825,ORD0003714,2023-12-04,PRD0027,CUS01249,Damaged Packaging,8766.08,Approved,CH03
RET00826,ORD0012199,2023-04-03,PRD0138,CUS04471,Arrived Late,6010.0,Approved,CH01
RET00827,ORD0001571,2024-06-29,PRD0070,CUS02503,Damaged Packaging,3340.92,Rejected,CH01
RET00828,ORD0008732,2024-03-07,PRD0144,CUS04170,Wrong Item Delivered,944.79,Approved,CH01
RET00829,ORD0001931,2024-06-04,PRD0117,CUS01823,Not as Described,6236.78,Approved,CH01
RET00830,ORD0013922,2024-03-10,PRD0071,CUS00521,Defective Product,11809.98,Approved,CH03
RET00831,ORD0000924,2023-11-30,PRD0065,CUS01390,Wrong Item Delivered,7434.33,Approved,CH03
RET00832,ORD0012505,2023-08-10,PRD0068,CUS02668,Damaged Packaging,3951.99,Approved,CH01
RET00833,ORD0001018,2024-06-09,PRD0025,CUS02545,Changed Mind,16511.78,Rejected,CH02
RET00834,ORD0014630,2024-08-18,PRD0035,CUS03778,Changed Mind,19660.28,Approved,CH03
RET00835,ORD0004633,2024-07-03,PRD0123,CUS02905,Defective Product,2336.74,Pending,CH01
RET00836,ORD0013108,2023-09-16,PRD0006,CUS04775,Damaged Packaging,71584.06,Approved,CH01
RET00837,ORD0012714,2024-10-28,PRD0051,CUS01650,Size/Fit Issue,5646.67,Pending,CH01
RET00838,ORD0009055,2023-08-22,PRD0130,CUS00498,Arrived Late,13759.34,Rejected,CH03
RET00839,ORD0011528,2023-06-27,PRD0061,CUS01159,Wrong Item Delivered,7510.2,Pending,CH03
RET00840,ORD0015995,2024-11-11,PRD0142,CUS03186,Changed Mind,1322.07,Approved,CH02
RET00841,ORD0015247,2024-12-21,PRD0055,CUS00912,Not as Described,27765.96,Pending,CH01
RET00842,ORD0006374,2023-01-24,PRD0137,CUS01579,Changed Mind,15694.92,Approved,CH01
RET00843,ORD0001450,2023-05-11,PRD0037,CUS01648,Arrived Late,1502.9,Approved,CH02
RET00844,ORD0015360,2024-10-21,PRD0146,CUS04082,Arrived Late,651.39,Pending,CH01
RET00845,ORD0015377,2024-01-01,PRD0091,CUS02116,Size/Fit Issue,1337.05,Pending,CH02
RET00846,ORD0007036,2024-03-27,PRD0076,CUS00082,Arrived Late,12747.16,Approved,CH01
RET00847,ORD0006897,2023-04-23,PRD0076,CUS03398,Arrived Late,2380.43,Approved,CH02
RET00848,ORD0015537,2023-08-20,PRD0137,CUS01143,Changed Mind,8347.38,Approved,CH01
RET00849,ORD0005146,2024-06-10,PRD0014,CUS04115,Damaged Packaging,27796.13,Approved,CH01
RET00850,ORD0005936,2023-01-27,PRD0028,CUS04832,Changed Mind,20019.42,Pending,CH02
RET00851,ORD0001457,2023-05-02,PRD0052,CUS02538,Wrong Item Delivered,7416.43,Approved,CH02
RET00852,ORD0016981,2024-06-27,PRD0055,CUS00182,Size/Fit Issue,3542.72,Approved,CH02
RET00853,ORD0002403,2024-11-15,PRD0043,CUS03899,Damaged Packaging,10467.04,Rejected,CH01
RET00854,ORD0013340,2023-12-07,PRD0054,CUS03357,Defective Product,11200.15,Approved,CH02
RET00855,ORD0002128,2023-06-03,PRD0009,CUS04449,Size/Fit Issue,274762.9,Pending,CH02
RET00856,ORD0018244,2024-08-19,PRD0003,CUS01171,Arrived Late,60978.54,Pending,CH02
RET00857,ORD0017888,2024-08-11,PRD0041,CUS02477,Wrong Item Delivered,24527.18,Approved,CH02
RET00858,ORD0000572,2023-02-20,PRD0158,CUS04887,Defective Product,1613.2,Pending,CH01
RET00859,ORD0011615,2023-11-12,PRD0058,CUS02545,Damaged Packaging,4249.15,Approved,CH03
RET00860,ORD0004869,2023-07-30,PRD0124,CUS01203,Changed Mind,13239.99,Approved,CH02
RET00861,ORD0012669,2023-06-06,PRD0029,CUS01255,Changed Mind,5769.65,Approved,CH01
RET00862,ORD0005475,2024-07-10,PRD0154,CUS04123,Not as Described,681.68,Approved,CH02
RET00863,ORD0006694,2023-12-21,PRD0122,CUS04992,Wrong Item Delivered,5247.71,Approved,CH02
RET00864,ORD0012227,2023-05-13,PRD0115,CUS01949,Not as Described,1226.01,Approved,CH02
RET00865,ORD0012538,2023-08-12,PRD0016,CUS03832,Wrong Item Delivered,203980.2,Pending,CH03
RET00866,ORD0004704,2023-10-03,PRD0012,CUS00649,Changed Mind,169106.92,Approved,CH02
RET00867,ORD0007880,2023-12-05,PRD0007,CUS04042,Changed Mind,67282.22,Approved,CH02
RET00868,ORD0002777,2024-02-05,PRD0094,CUS00640,Arrived Late,1848.34,Approved,CH01
RET00869,ORD0012091,2024-04-07,PRD0030,CUS04220,Arrived Late,9250.3,Approved,CH01
RET00870,ORD0014422,2023-10-21,PRD0152,CUS04425,Not as Described,4499.32,Approved,CH02
RET00871,ORD0002331,2024-07-02,PRD0012,CUS04844,Defective Product,182260.66,Approved,CH02
RET00872,ORD0006159,2024-10-31,PRD0031,CUS02975,Defective Product,15222.24,Pending,CH01
RET00873,ORD0003009,2023-05-08,PRD0103,CUS01490,Damaged Packaging,3645.56,Rejected,CH03
RET00874,ORD0006678,2024-10-31,PRD0073,CUS03765,Wrong Item Delivered,22866.28,Approved,CH01
RET00875,ORD0019496,2023-07-29,PRD0094,CUS00338,Arrived Late,640.71,Approved,CH02
RET00876,ORD0016739,2023-04-14,PRD0047,CUS03281,Changed Mind,41214.6,Pending,CH02
RET00877,ORD0002862,2023-05-02,PRD0155,CUS00186,Not as Described,3007.73,Pending,CH02
RET00878,ORD0004758,2024-10-30,PRD0079,CUS02830,Arrived Late,7586.55,Approved,CH01
RET00879,ORD0010832,2024-12-02,PRD0146,CUS03177,Wrong Item Delivered,1151.16,Approved,CH02
RET00880,ORD0019403,2024-09-30,PRD0114,CUS00667,Not as Described,1925.39,Approved,CH02
RET00881,ORD0001995,2023-12-15,PRD0144,CUS03905,Changed Mind,893.07,Approved,CH02
RET00882,ORD0014178,2024-07-17,PRD0154,CUS00443,Changed Mind,849.32,Approved,CH01
RET00883,ORD0009268,2023-10-08,PRD0116,CUS03131,Not as Described,1329.97,Approved,CH02
RET00884,ORD0011562,2023-07-31,PRD0137,CUS01843,Arrived Late,9567.03,Approved,CH03
RET00885,ORD0000342,2023-09-12,PRD0017,CUS03820,Wrong Item Delivered,109818.17,Approved,CH01
RET00886,ORD0016988,2023-10-14,PRD0078,CUS04348,Changed Mind,23440.82,Approved,CH02
RET00887,ORD0018087,2023-07-10,PRD0080,CUS00781,Defective Product,15930.42,Approved,CH03
RET00888,ORD0003109,2024-11-19,PRD0098,CUS01603,Size/Fit Issue,4326.5,Approved,CH02
RET00889,ORD0017609,2023-06-22,PRD0154,CUS04871,Arrived Late,420.85,Approved,CH02
RET00890,ORD0008863,2023-10-18,PRD0113,CUS04973,Wrong Item Delivered,2201.77,Pending,CH03
RET00891,ORD0018739,2023-10-20,PRD0099,CUS02016,Size/Fit Issue,5220.69,Approved,CH01
RET00892,ORD0018608,2023-06-12,PRD0131,CUS02282,Not as Described,11922.56,Approved,CH01
RET00893,ORD0019688,2024-02-18,PRD0066,CUS04607,Damaged Packaging,22955.8,Pending,CH01
RET00894,ORD0008008,2023-04-01,PRD0066,CUS03636,Changed Mind,2735.53,Approved,CH01
RET00895,ORD0008534,2024-01-31,PRD0089,CUS03992,Size/Fit Issue,11212.67,Approved,CH02
RET00896,ORD0015854,2023-05-16,PRD0009,CUS04594,Damaged Packaging,142810.73,Approved,CH03
RET00897,ORD0005925,2024-03-18,PRD0030,CUS03032,Arrived Late,24481.67,Approved,CH02
RET00898,ORD0019379,2024-07-25,PRD0130,CUS02626,Arrived Late,12346.97,Pending,CH02
RET00899,ORD0016324,2024-12-28,PRD0123,CUS04663,Not as Described,13893.92,Approved,CH02
RET00900,ORD0011656,2024-02-24,PRD0111,CUS01371,Size/Fit Issue,1033.12,Pending,CH02
RET00901,ORD0012300,2023-12-11,PRD0110,CUS00993,Not as Described,3358.03,Approved,CH03
RET00902,ORD0004121,2024-08-29,PRD0119,CUS03472,Arrived Late,1108.8,Approved,CH01
RET00903,ORD0001697,2023-11-06,PRD0147,CUS01443,Defective Product,3136.67,Rejected,CH02
RET00904,ORD0004147,2023-09-15,PRD0097,CUS04610,Size/Fit Issue,2354.41,Approved,CH02
RET00905,ORD0019721,2024-09-12,PRD0114,CUS04047,Changed Mind,2669.62,Approved,CH02
RET00906,ORD0017199,2023-02-25,PRD0080,CUS02646,Not as Described,7105.37,Approved,CH01
RET00907,ORD0002081,2024-11-29,PRD0142,CUS01467,Arrived Late,1314.36,Pending,CH02
RET00908,ORD0012925,2024-01-16,PRD0005,CUS03561,Size/Fit Issue,113227.55,Approved,CH01
RET00909,ORD0016705,2023-06-18,PRD0029,CUS01076,Size/Fit Issue,1332.01,Approved,CH01
RET00910,ORD0006512,2024-04-11,PRD0131,CUS01483,Wrong Item Delivered,12214.97,Pending,CH03
RET00911,ORD0017976,2024-02-07,PRD0142,CUS03541,Size/Fit Issue,1068.0,Approved,CH02
RET00912,ORD0007853,2024-11-13,PRD0116,CUS02671,Size/Fit Issue,2558.89,Rejected,CH01
RET00913,ORD0008477,2023-04-14,PRD0143,CUS04483,Arrived Late,399.23,Approved,CH02
RET00914,ORD0005932,2024-08-15,PRD0108,CUS00589,Wrong Item Delivered,3580.24,Rejected,CH01
RET00915,ORD0018941,2023-08-30,PRD0023,CUS02813,Size/Fit Issue,8581.14,Approved,CH01
RET00916,ORD0001968,2023-01-15,PRD0068,CUS02637,Size/Fit Issue,15082.62,Pending,CH03
RET00917,ORD0015678,2023-05-06,PRD0160,CUS00808,Damaged Packaging,379.82,Approved,CH01
RET00918,ORD0012373,2024-11-01,PRD0040,CUS00785,Wrong Item Delivered,2514.44,Approved,CH01
RET00919,ORD0006305,2023-11-11,PRD0059,CUS01131,Not as Described,20246.05,Approved,CH01
RET00920,ORD0004149,2023-10-31,PRD0099,CUS01715,Not as Described,993.52,Pending,CH02
RET00921,ORD0004010,2023-05-26,PRD0126,CUS03721,Arrived Late,1711.97,Pending,CH03
RET00922,ORD0005632,2023-12-22,PRD0009,CUS01682,Changed Mind,200317.13,Approved,CH01
RET00923,ORD0008662,2024-07-23,PRD0089,CUS04409,Damaged Packaging,1450.73,Approved,CH01
RET00924,ORD0003004,2024-10-25,PRD0055,CUS03329,Arrived Late,6303.6,Approved,CH02
RET00925,ORD0001836,2023-09-21,PRD0057,CUS04330,Damaged Packaging,66581.03,Pending,CH02
RET00926,ORD0006249,2024-02-21,PRD0152,CUS04803,Wrong Item Delivered,759.83,Approved,CH02
RET00927,ORD0005488,2023-12-02,PRD0111,CUS02889,Arrived Late,2617.67,Approved,CH01
RET00928,ORD0017278,2024-04-25,PRD0008,CUS02899,Changed Mind,15263.17,Approved,CH02
RET00929,ORD0007138,2023-07-19,PRD0106,CUS02317,Arrived Late,2573.52,Approved,CH02
RET00930,ORD0005718,2023-05-30,PRD0021,CUS04199,Size/Fit Issue,4702.16,Rejected,CH02
RET00931,ORD0011374,2023-12-20,PRD0055,CUS00372,Damaged Packaging,14056.27,Approved,CH01
RET00932,ORD0000684,2023-07-06,PRD0103,CUS00031,Changed Mind,3529.09,Approved,CH03
RET00933,ORD0008842,2023-10-25,PRD0131,CUS04735,Damaged Packaging,7962.6,Rejected,CH02
RET00934,ORD0013390,2023-09-14,PRD0041,CUS04091,Wrong Item Delivered,19414.97,Approved,CH01
RET00935,ORD0000815,2024-08-05,PRD0079,CUS03146,Size/Fit Issue,25284.73,Rejected,CH02
RET00936,ORD0013849,2023-03-25,PRD0004,CUS03766,Size/Fit Issue,29335.91,Pending,CH03
RET00937,ORD0003287,2023-07-24,PRD0061,CUS01106,Changed Mind,1077.43,Approved,CH02
RET00938,ORD0008616,2024-09-04,PRD0036,CUS01984,Defective Product,8713.05,Pending,CH01
RET00939,ORD0009003,2024-09-04,PRD0073,CUS00626,Size/Fit Issue,6600.71,Approved,CH01
RET00940,ORD0011647,2023-12-31,PRD0067,CUS01439,Size/Fit Issue,11247.61,Approved,CH01
RET00941,ORD0015075,2023-05-28,PRD0050,CUS00410,Changed Mind,26425.79,Approved,CH02
RET00942,ORD0012365,2024-07-05,PRD0128,CUS02866,Wrong Item Delivered,5828.31,Approved,CH01
RET00943,ORD0011401,2024-03-28,PRD0132,CUS00254,Changed Mind,14422.54,Approved,CH01
RET00944,ORD0017799,2023-03-10,PRD0089,CUS01151,Damaged Packaging,9758.2,Approved,CH03
RET00945,ORD0014120,2024-06-30,PRD0043,CUS03750,Wrong Item Delivered,2286.22,Approved,CH01
RET00946,ORD0001040,2024-11-23,PRD0109,CUS01014,Defective Product,4112.49,Approved,CH02
RET00947,ORD0014405,2023-07-31,PRD0144,CUS03032,Not as Described,2193.65,Approved,CH03
RET00948,ORD0009561,2023-08-12,PRD0151,CUS04676,Damaged Packaging,1952.1,Approved,CH02
RET00949,ORD0012241,2024-04-23,PRD0145,CUS03443,Wrong Item Delivered,1633.17,Approved,CH03
RET00950,ORD0006481,2023-10-04,PRD0065,CUS02668,Size/Fit Issue,8865.38,Approved,CH02
RET00951,ORD0000923,2024-03-01,PRD0073,CUS01333,Arrived Late,3181.79,Rejected,CH01
RET00952,ORD0015278,2023-10-17,PRD0087,CUS02707,Wrong Item Delivered,639.13,Approved,CH03
RET00953,ORD0019682,2023-04-10,PRD0046,CUS02033,Changed Mind,10091.08,Pending,CH02
RET00954,ORD0010288,2024-12-23,PRD0131,CUS02898,Wrong Item Delivered,5733.78,Approved,CH02
RET00955,ORD0017300,2023-09-23,PRD0131,CUS04069,Damaged Packaging,6037.16,Rejected,CH02
RET00956,ORD0008403,2024-03-22,PRD0052,CUS03008,Not as Described,46633.93,Pending,CH02
RET00957,ORD0016264,2023-04-13,PRD0062,CUS02800,Damaged Packaging,9667.5,Approved,CH03
RET00958,ORD0016116,2024-03-23,PRD0038,CUS02117,Arrived Late,5404.22,Approved,CH03
RET00959,ORD0016081,2023-07-12,PRD0125,CUS03558,Defective Product,7832.98,Approved,CH01
RET00960,ORD0013958,2024-03-31,PRD0051,CUS01123,Changed Mind,6854.55,Approved,CH02
RET00961,ORD0016489,2024-04-18,PRD0083,CUS04248,Arrived Late,10333.34,Approved,CH02
RET00962,ORD0019120,2023-01-29,PRD0153,CUS03305,Arrived Late,1392.68,Rejected,CH01
RET00963,ORD0017270,2023-11-20,PRD0006,CUS02365,Damaged Packaging,259611.77,Approved,CH03
RET00964,ORD0015370,2023-04-19,PRD0140,CUS03390,Damaged Packaging,1728.38,Approved,CH01
RET00965,ORD0015548,2024-03-02,PRD0137,CUS04535,Damaged Packaging,9831.62,Approved,CH03
RET00966,ORD0000145,2023-09-23,PRD0113,CUS04640,Arrived Late,1793.15,Approved,CH01
RET00967,ORD0005447,2024-03-05,PRD0117,CUS04177,Arrived Late,3034.78,Approved,CH02
RET00968,ORD0003145,2023-11-29,PRD0080,CUS04508,Changed Mind,22684.68,Approved,CH01
RET00969,ORD0001464,2023-07-04,PRD0116,CUS00586,Arrived Late,5234.01,Approved,CH02
RET00970,ORD0009932,2023-11-01,PRD0119,CUS00503,Wrong Item Delivered,1560.55,Approved,CH01
RET00971,ORD0019293,2024-04-27,PRD0049,CUS04541,Arrived Late,8474.03,Approved,CH02
RET00972,ORD0007603,2023-10-21,PRD0067,CUS00465,Size/Fit Issue,2710.86,Approved,CH02
RET00973,ORD0005178,2023-09-22,PRD0065,CUS04333,Wrong Item Delivered,13840.19,Rejected,CH01
RET00974,ORD0016474,2024-08-27,PRD0062,CUS01369,Changed Mind,4456.58,Approved,CH02
RET00975,ORD0006866,2023-12-14,PRD0130,CUS00808,Damaged Packaging,4054.61,Approved,CH02
RET00976,ORD0017557,2024-05-19,PRD0102,CUS00826,Size/Fit Issue,7058.78,Approved,CH01
RET00977,ORD0016616,2023-12-11,PRD0073,CUS03224,Defective Product,24722.59,Approved,CH01
RET00978,ORD0009620,2023-05-20,PRD0146,CUS02444,Changed Mind,1055.13,Approved,CH02
RET00979,ORD0005401,2024-07-12,PRD0058,CUS01810,Defective Product,16917.82,Approved,CH03
RET00980,ORD0012556,2024-12-08,PRD0080,CUS03427,Not as Described,28155.45,Approved,CH02
RET00981,ORD0018910,2024-11-22,PRD0069,CUS03093,Defective Product,2526.9,Approved,CH02
RET00982,ORD0010163,2023-07-28,PRD0014,CUS03168,Damaged Packaging,39919.36,Approved,CH01
RET00983,ORD0017519,2023-06-04,PRD0115,CUS04681,Damaged Packaging,4841.09,Approved,CH01
RET00984,ORD0000444,2024-12-28,PRD0003,CUS01417,Defective Product,71112.25,Approved,CH01
RET00985,ORD0005702,2024-05-31,PRD0068,CUS04764,Defective Product,2017.44,Pending,CH02
RET00986,ORD0004099,2023-11-09,PRD0023,CUS03691,Size/Fit Issue,4516.68,Approved,CH02
RET00987,ORD0004383,2024-01-02,PRD0129,CUS01425,Wrong Item Delivered,2529.76,Approved,CH01
RET00988,ORD0017887,2024-05-18,PRD0117,CUS04591,Changed Mind,3979.0,Approved,CH02
RET00989,ORD0006863,2023-05-14,PRD0078,CUS02490,Defective Product,8289.63,Approved,CH02
RET00990,ORD0005921,2024-06-03,PRD0112,CUS04040,Arrived Late,383.23,Approved,CH01
RET00991,ORD0004103,2023-09-14,PRD0021,CUS04210,Not as Described,9571.33,Pending,CH01
RET00992,ORD0011951,2023-01-19,PRD0067,CUS02423,Changed Mind,4906.59,Pending,CH01
RET00993,ORD0019421,2023-09-22,PRD0065,CUS04697,Changed Mind,4739.97,Approved,CH02
RET00994,ORD0010236,2024-08-09,PRD0130,CUS02837,Changed Mind,2255.72,Approved,CH02
RET00995,ORD0010072,2023-06-21,PRD0109,CUS03242,Arrived Late,1707.83,Pending,CH02
RET00996,ORD0000130,2023-09-01,PRD0135,CUS03424,Arrived Late,22152.65,Pending,CH02
RET00997,ORD0005040,2024-04-18,PRD0045,CUS02077,Not as Described,21576.91,Approved,CH02
RET00998,ORD0008935,2023-06-19,PRD0030,CUS00665,Wrong Item Delivered,9854.81,Approved,CH02
RET00999,ORD0006869,2023-07-05,PRD0096,CUS01570,Size/Fit Issue,3487.1,Approved,CH02
RET01000,ORD0001216,2024-07-06,PRD0043,CUS03906,Defective Product,8697.17,Approved,CH01
RET01001,ORD0004980,2023-09-08,PRD0153,CUS03096,Arrived Late,2479.67,Approved,CH01
RET01002,ORD0001621,2023-12-07,PRD0013,CUS03086,Arrived Late,56234.72,Approved,CH01
RET01003,ORD0014919,2024-11-30,PRD0015,CUS00090,Not as Described,165087.82,Rejected,CH01
RET01004,ORD0004354,2023-04-23,PRD0054,CUS01116,Size/Fit Issue,6694.29,Pending,CH02
RET01005,ORD0003270,2024-06-20,PRD0098,CUS00141,Not as Described,6269.81,Approved,CH01
RET01006,ORD0014481,2024-11-30,PRD0108,CUS02123,Wrong Item Delivered,2206.27,Approved,CH02
RET01007,ORD0006525,2024-03-12,PRD0014,CUS02617,Changed Mind,137750.81,Approved,CH01
RET01008,ORD0011516,2024-04-21,PRD0063,CUS00728,Damaged Packaging,15274.33,Rejected,CH01
RET01009,ORD0010292,2023-01-30,PRD0089,CUS01833,Defective Product,14026.75,Approved,CH02
RET01010,ORD0019221,2023-06-16,PRD0059,CUS00502,Changed Mind,18935.15,Approved,CH03
RET01011,ORD0013643,2023-09-07,PRD0062,CUS02965,Changed Mind,7747.77,Pending,CH01
RET01012,ORD0008915,2023-08-07,PRD0050,CUS04716,Defective Product,30531.52,Approved,CH03
RET01013,ORD0011446,2023-01-22,PRD0074,CUS02913,Damaged Packaging,20221.49,Approved,CH02
RET01014,ORD0000716,2024-06-08,PRD0151,CUS04162,Changed Mind,1676.07,Approved,CH02
RET01015,ORD0017751,2024-08-17,PRD0136,CUS04321,Damaged Packaging,879.02,Rejected,CH01
RET01016,ORD0014531,2023-06-09,PRD0060,CUS04626,Arrived Late,11577.69,Pending,CH02
RET01017,ORD0010105,2024-08-30,PRD0051,CUS03145,Defective Product,21048.02,Approved,CH01
RET01018,ORD0005458,2023-09-27,PRD0158,CUS02795,Wrong Item Delivered,278.29,Rejected,CH01
RET01019,ORD0008613,2023-06-16,PRD0124,CUS00511,Changed Mind,26540.55,Approved,CH01
RET01020,ORD0006351,2023-08-07,PRD0039,CUS03800,Wrong Item Delivered,10585.05,Approved,CH01
RET01021,ORD0013241,2024-06-27,PRD0101,CUS03813,Not as Described,3440.1,Pending,CH01
RET01022,ORD0016039,2024-05-05,PRD0063,CUS03848,Not as Described,4922.12,Approved,CH02
RET01023,ORD0019263,2024-02-17,PRD0013,CUS04079,Changed Mind,68338.79,Approved,CH02
RET01024,ORD0014978,2023-01-26,PRD0126,CUS01371,Arrived Late,15654.41,Approved,CH01
RET01025,ORD0002470,2023-02-16,PRD0097,CUS00171,Damaged Packaging,2266.38,Rejected,CH02
RET01026,ORD0011628,2024-03-31,PRD0017,CUS02893,Changed Mind,30549.97,Approved,CH02
RET01027,ORD0016267,2024-10-24,PRD0088,CUS04885,Wrong Item Delivered,13798.81,Approved,CH02
RET01028,ORD0004568,2023-05-02,PRD0160,CUS02532,Damaged Packaging,760.89,Pending,CH02
RET01029,ORD0014040,2024-03-27,PRD0033,CUS03079,Wrong Item Delivered,3288.71,Approved,CH02
RET01030,ORD0005558,2023-09-07,PRD0088,CUS04038,Size/Fit Issue,8931.29,Pending,CH02
RET01031,ORD0012428,2023-06-24,PRD0127,CUS02935,Changed Mind,6121.02,Pending,CH01
RET01032,ORD0007736,2023-04-29,PRD0154,CUS01580,Not as Described,935.9,Pending,CH01
RET01033,ORD0002380,2023-08-05,PRD0048,CUS04473,Arrived Late,4698.82,Approved,CH02
RET01034,ORD0005888,2023-04-21,PRD0113,CUS02557,Changed Mind,2451.14,Pending,CH01
RET01035,ORD0001049,2023-06-22,PRD0092,CUS02298,Arrived Late,3891.28,Approved,CH02
RET01036,ORD0011332,2023-04-07,PRD0038,CUS02960,Wrong Item Delivered,7802.75,Approved,CH02
RET01037,ORD0004253,2023-02-25,PRD0100,CUS04876,Damaged Packaging,11357.64,Approved,CH02
RET01038,ORD0001241,2023-12-08,PRD0003,CUS03954,Arrived Late,18837.57,Approved,CH02
RET01039,ORD0013460,2024-12-29,PRD0010,CUS02354,Not as Described,87596.01,Pending,CH02
RET01040,ORD0015581,2023-04-29,PRD0018,CUS04758,Size/Fit Issue,56658.29,Approved,CH02
RET01041,ORD0008722,2023-02-23,PRD0113,CUS01953,Size/Fit Issue,1784.87,Pending,CH02
RET01042,ORD0012316,2024-12-23,PRD0138,CUS03176,Size/Fit Issue,8233.07,Rejected,CH01
RET01043,ORD0019433,2024-09-26,PRD0034,CUS04870,Damaged Packaging,1621.54,Approved,CH01
RET01044,ORD0014069,2024-08-11,PRD0132,CUS04720,Size/Fit Issue,2969.7,Approved,CH02
RET01045,ORD0002124,2023-02-06,PRD0158,CUS01122,Size/Fit Issue,1691.5,Rejected,CH03
RET01046,ORD0014536,2023-04-29,PRD0031,CUS01151,Wrong Item Delivered,3798.02,Approved,CH02
RET01047,ORD0003461,2023-02-09,PRD0074,CUS01920,Not as Described,24884.21,Approved,CH02
RET01048,ORD0008058,2024-02-23,PRD0097,CUS00943,Wrong Item Delivered,7895.4,Approved,CH01
RET01049,ORD0004723,2024-09-24,PRD0130,CUS02793,Defective Product,8075.5,Pending,CH02
RET01050,ORD0001731,2023-08-07,PRD0063,CUS02566,Arrived Late,2649.48,Approved,CH02
RET01051,ORD0009612,2024-01-10,PRD0152,CUS04470,Size/Fit Issue,4646.34,Pending,CH03
RET01052,ORD0013487,2023-03-04,PRD0032,CUS02694,Not as Described,19005.56,Approved,CH03
RET01053,ORD0008227,2023-01-31,PRD0147,CUS04140,Changed Mind,410.47,Rejected,CH03
RET01054,ORD0008213,2024-10-30,PRD0144,CUS02477,Changed Mind,2194.48,Approved,CH02
RET01055,ORD0009843,2024-12-15,PRD0021,CUS01410,Changed Mind,6029.73,Approved,CH03
RET01056,ORD0008468,2024-12-25,PRD0096,CUS03492,Size/Fit Issue,7768.11,Rejected,CH01
RET01057,ORD0009074,2024-03-08,PRD0079,CUS00929,Wrong Item Delivered,9844.99,Approved,CH01
RET01058,ORD0010328,2023-08-06,PRD0037,CUS04439,Size/Fit Issue,1442.22,Pending,CH03
RET01059,ORD0003308,2023-05-13,PRD0036,CUS04271,Arrived Late,745.64,Approved,CH03
RET01060,ORD0001173,2024-05-25,PRD0102,CUS03585,Damaged Packaging,1760.84,Pending,CH01
RET01061,ORD0014379,2024-08-16,PRD0060,CUS03452,Defective Product,4011.35,Approved,CH03
RET01062,ORD0007270,2023-10-10,PRD0127,CUS02638,Not as Described,9328.08,Approved,CH01
RET01063,ORD0008194,2023-02-20,PRD0014,CUS03979,Not as Described,77880.49,Rejected,CH01
RET01064,ORD0008297,2024-10-29,PRD0150,CUS02418,Wrong Item Delivered,2863.05,Approved,CH03
RET01065,ORD0014150,2024-09-06,PRD0148,CUS01157,Not as Described,2252.56,Approved,CH01
RET01066,ORD0010471,2024-12-16,PRD0089,CUS02597,Wrong Item Delivered,11034.28,Pending,CH01
RET01067,ORD0019206,2024-07-16,PRD0155,CUS00540,Not as Described,1356.08,Approved,CH03
RET01068,ORD0019368,2024-05-04,PRD0027,CUS04937,Arrived Late,3624.95,Rejected,CH02
