product_id,product (brand),type,length x depth x width (in cm),category || sub_category
P0638,Powder - Sambar (Sakthi),Shaving Care,9 x 24 x 18,Beauty & Hygiene || Men's Grooming
P0639,Drumstick/Moringa (Fresho),Blended Masalas,4.6 x 21.5 x 14.2,"Foodgrains, Oil & Masala || Masalas & Spices"
P0640,Fruity Soap Enriched with Narural Lemon Extract (Harmony),"Gourd, Pumpkin, Drumstick",7 x 7 x 7,Fruits & Vegetables || Fresh Vegetables
P0641,Fruity Soap Enriched with Narural Lime Extract (Harmony),Bathing Bars & Soaps,1 x 17 x 8,Beauty & Hygiene || Bath & Hand Wash
P0642,Bath Soap - Fruity Orange Flavour (Harmony),Bathing Bars & Soaps,7 x 7.5 x 20,Beauty & Hygiene || Bath & Hand Wash
P0643,Honey Oats Cookies (Tasties),Bathing Bars & Soaps,2 x 18 x 12,Beauty & Hygiene || Bath & Hand Wash
P0644,"Banana - Raw, Organically Grown (Fresho)",Cookies,62 x 89 x 57,Snacks & Branded Foods || Biscuits & Cookies
P0645,Bottle Gourd - Organically Grown (Fresho),Organic Vegetables,4 x 38 x 38,Fruits & Vegetables || Fresh Vegetables
P0646,Radish - Organically Grown (Fresho),Organic Vegetables,4.5 x 19 x 29.5,Fruits & Vegetables || Fresh Vegetables
P0647,"Brinjal - Green, Round (Fresho)",Organic Vegetables,5 x 19 x 13,Fruits & Vegetables || Fresh Vegetables
P0649,Ready to Cook - Potato French Fries (Fresho),"Beans, Brinjals & Okra",1 x 23 x 10,Fruits & Vegetables || Fresh Vegetables
P0651,Onion - Thin Sliced (Fresho),Cut & Peeled Veggies,5.9 x 24.5 x 6.4,Fruits & Vegetables || Fresh Vegetables
P0652,Tomato - Diced (Fresho),Cut & Peeled Veggies,15.5 x 5.4 x 6.5,Fruits & Vegetables || Fresh Vegetables
P0654,Masala - Fish Curry (Annapoorna),Cut & Peeled Veggies,6 x 18.5 x 11.5,Fruits & Vegetables || Fresh Vegetables
P0655,Instant Pasta - Tomato Salsa (Weikfield),Blended Masalas,26.3 x 45.7 x 29.3,"Foodgrains, Oil & Masala || Masalas & Spices"
P0656,"Banana - Raw, Organically Grown (Fresho)",Instant Pasta,3 x 21 x 21,"Snacks & Branded Foods || Noodle, Pasta, Vermicelli"
P0657,Bottle Gourd - Organically Grown (Fresho),Organic Vegetables,3 x 11.5 x 16.5,Fruits & Vegetables || Organic Fruits & Vegetables
P0658,Radish - Organically Grown (Fresho),Organic Vegetables,13.5 x 20 x 21,Fruits & Vegetables || Organic Fruits & Vegetables
P0659,Baking Powder (Weikfield),Organic Vegetables,5 x 18.5 x 9,Fruits & Vegetables || Organic Fruits & Vegetables
P0660,Sauce - Hot and Sweet Tomato Chilli (MAGGI ),Home Baking,6.5 x 7.5 x 13,Snacks & Branded Foods || Ready To Cook & Eat
P0661,Binder Clip - 19mm (Ravi Agencies),Tomato Ketchup & Sauces,1 x 12 x 8.4,"Snacks & Branded Foods || Spreads, Sauces, Ketchup"
P0662,Organic Sprouts Mixed Gram (Fresho),"Notebooks, Files, Folders",22 x 3.5 x 22,Cleaning & Household || Stationery
P0663,Ready to Cook - Potato French Fries (Fresho),Fresh Salads & Sprouts,5.3 x 13.4 x 5.3,Fruits & Vegetables || Cuts & Sprouts
P0664,Organic Sprouts Channa Brown (Fresho),Cut & Peeled Veggies,4 x 4 x 15,Fruits & Vegetables || Cuts & Sprouts
P0665,Potato - Wedges (Fresho),Fresh Salads & Sprouts,6.5 x 13.6 x 6.5,Fruits & Vegetables || Cuts & Sprouts
P0666,Onion - Thin Sliced (Fresho),Cut & Peeled Veggies,28 x 10.5 x 12,Fruits & Vegetables || Cuts & Sprouts
P0667,Chutney Mix (Fresho),Cut & Peeled Veggies,2 x 12.4 x 7.7,Fruits & Vegetables || Cuts & Sprouts
P0668,Tomato - Diced (Fresho),Recipe Packs,2 x 27 x 21,Fruits & Vegetables || Cuts & Sprouts
P0669,Butterscotch Milkshake (Amul),Cut & Peeled Veggies,5 x 28 x 16,Fruits & Vegetables || Cuts & Sprouts
P0670,Ginger Doodh Shot (Amul),"Flavoured, Soya Milk",3.8 x 15.5 x 3.8,"Bakery, Cakes & Dairy || Dairy"
P0671,Tulsi Doodh Shot (Amul),"Flavoured, Soya Milk",7.4 x 10.8 x 7.4,"Bakery, Cakes & Dairy || Dairy"
P0672,Potato - Wedges (Fresho),"Flavoured, Soya Milk",8 x 13 x 8,"Bakery, Cakes & Dairy || Dairy"
P0673,Sanitary Pads (Comfy Snug Fit),Cut & Peeled Veggies,8 x 18 x 10,Fruits & Vegetables || Exotic Fruits & Veggies
P0674,Bake Rusk Toast (Britannia),Sanitary Napkins,12 x 10.5 x 8.2,Beauty & Hygiene || Feminine Hygiene
P0675,Gulabari Premium Rose Water - Paraben Free Skin Toner (Dabur),Rusks,6.5 x 26 x 13,"Bakery, Cakes & Dairy || Cookies, Rusk & Khari"
P0676,Hand Sanitizer (Godrej Protekt),Face Care,2 x 2 x 44.5,Beauty & Hygiene || Skin Care
P0678,Wafers - Waffy (Vanilla Flavor) (Dukes),Hand Wash & Sanitizers,1.5 x 12 x 7.5,Beauty & Hygiene || Bath & Hand Wash
P0679,Cookies - Butter (Unibic),Cream Biscuits & Wafers,16 x 19.5 x 16,Snacks & Branded Foods || Biscuits & Cookies
P0680,Wafers - Waffy (Strawberry Flavor) (Dukes),Cookies,9.5 x 20 x 14,Snacks & Branded Foods || Biscuits & Cookies
P0681,Cookies - Choconut (Unibic),Cream Biscuits & Wafers,5.5 x 23.8 x 7.5,Snacks & Branded Foods || Biscuits & Cookies
P0682,Wafers - Waffy (Orange Flavor) (Dukes),Cookies,5 x 16 x 5,Snacks & Branded Foods || Biscuits & Cookies
P0683,Wafers - Waffy (Pineapple Flavor) (Dukes),Cream Biscuits & Wafers,1 x 29.5 x 21,Snacks & Branded Foods || Biscuits & Cookies
P0684,Treat Wafers - Chocolate (Britannia),Cream Biscuits & Wafers,15 x 55 x 32,Snacks & Branded Foods || Biscuits & Cookies
P0685,Treat Wafers - Strawberry (Britannia),Cream Biscuits & Wafers,3 x 26.5 x 17,Snacks & Branded Foods || Biscuits & Cookies
P0687,Waffy Cheese Flavor Wafer (Dukes),Cream Biscuits & Wafers,5 x 15.2 x 9.9,Snacks & Branded Foods || Biscuits & Cookies
P0688,Wafers - Waffy (Chocolate Flavor) (Dukes),Cream Biscuits & Wafers,1 x 23 x 7.5,Snacks & Branded Foods || Biscuits & Cookies
P0689,"Wafers - Waffy, Golden Cream (Dukes)",Cream Biscuits & Wafers,9.2 x 27.4 x 11.5,Snacks & Branded Foods || Biscuits & Cookies
P0690,Corn Flour (Puramate),Cream Biscuits & Wafers,9 x 5.5 x 9,Snacks & Branded Foods || Biscuits & Cookies
P0691,Hair Gel Super Hold (Vi-john),Flours & Pre-Mixes,1 x 20 x 30,Gourmet & World Food || Cooking & Baking Needs
P0692,Hair Gel Vertical Hold (Vi-john),Hair Care & Styling,3.5 x 4 x 11.5,Beauty & Hygiene || Men's Grooming
P0693,Hair Gel Cool Hold (Vi-john),Hair Care & Styling,6 x 33 x 10.5,Beauty & Hygiene || Men's Grooming
P0694,Hair Gel Regular Hold (Vi-john),Hair Care & Styling,11 x 16 x 16,Beauty & Hygiene || Men's Grooming
P0695,Subhmangal Semi Economy Box - FG00825 (Shalimar),Hair Care & Styling,2 x 10 x 20,Beauty & Hygiene || Men's Grooming
P0696,Microwave Popcorn - Butter (ACT II),"Agarbatti, Incense Sticks",4.6 x 10.3 x 4.8,Cleaning & Household || Pooja Needs
P0697,Sterilised Double Toned Flavored Milk - Strawberry (THIRUMALA),Chips & Corn Snacks,8 x 16 x 10,Snacks & Branded Foods || Snacks & Namkeen
P0698,Pineapple 100% Fruit Juice - No Added Sugar (Storia),"Flavoured, Soya Milk",11.1 x 11.1 x 11.1,"Bakery, Cakes & Dairy || Dairy"
P0699,Green Mango 100% Fruit Juice - No Added Sugar (Storia),Juices,2 x 20 x 15,Beverages || Fruit Juices & Drinks
P0700,Banana - Robusta (Fresho),Juices,40 x 100 x 50,Beverages || Fruit Juices & Drinks
P0701,Masala 2 Minute Instant Noodles (MAGGI ),"Banana, Sapota & Papaya",4.5 x 18.5 x 8.5,Fruits & Vegetables || Fresh Fruits
P0702,"Battery - Hyper, D, 1U, Hyper, Heavy Duty (Nippo)",Instant Noodles,4.5 x 7 x 7,"Snacks & Branded Foods || Noodle, Pasta, Vermicelli"
P0703,Brinjal - Bottle Shape (Fresho),Battery & Electrical,26 x 26 x 26,"Kitchen, Garden & Pets || Appliances & Electricals"
P0704,Sambhar Onion (Small Onion) (Fresho),"Beans, Brinjals & Okra",6 x 20 x 13,Fruits & Vegetables || Fresh Vegetables
P0705,Cabbage - Red (Fresho),"Potato, Onion & Tomato",4.6 x 23.3 x 8.6,Fruits & Vegetables || Fresh Vegetables
P0706,Coriander Leaves - Chopped (Fresho),Cabbage & Cauliflower,1 x 10 x 10,Fruits & Vegetables || Fresh Vegetables
P0707,Coccinia - Julienne (Fresho),Cut & Peeled Veggies,4.3 x 13.5 x 4.3,Fruits & Vegetables || Fresh Vegetables
P0708,Coccinia - Sliced (Fresho),Cut & Peeled Veggies,5 x 15 x 10,Fruits & Vegetables || Fresh Vegetables
P0709,Red Cabbage - Grated (Fresho),Cut & Peeled Veggies,6 x 21 x 11,Fruits & Vegetables || Fresh Vegetables
P0710,Green Salad (Fresho),Cut & Peeled Veggies,,Fruits & Vegetables || Fresh Vegetables
P0711,"Organic, Fennel /Saunf/Sompu Powder (bb Royal)",Fresh Salads & Sprouts,2.5 x 18 x 8,Fruits & Vegetables || Fresh Vegetables
P0712,Ready Mix - Chettinad Kara Kulambu (Annapoorna),Organic Masalas & Spices,3.7 x 4.5 x 16.7,"Foodgrains, Oil & Masala || Masalas & Spices"
P0713,Cheese Macaroni Pazzta (MAGGI ),Blended Masalas,5 x 16 x 7,"Foodgrains, Oil & Masala || Masalas & Spices"
P0714,"Organic, Fennel /Saunf/Sompu Powder (bb Royal)",Instant Pasta,15 x 15 x 8,"Snacks & Branded Foods || Noodle, Pasta, Vermicelli"
P0715,"Hommade Tomato Puree -  Made From 100% Ripe Tomatoes, No Added Preservatives (Dabur)",Organic Masalas & Spices,7 x 13 x 7,"Foodgrains, Oil & Masala || Organic Staples"
P0716,Baby Corn - Peeled (Fresho),Tomato Ketchup & Sauces,12.7 x 6.5 x 21,"Snacks & Branded Foods || Spreads, Sauces, Ketchup"
P0718,Coriander Leaves - Chopped (Fresho),Cut & Peeled Veggies,5 x 18 x 10,Fruits & Vegetables || Cuts & Sprouts
P0719,Coccinia - Julienne (Fresho),Cut & Peeled Veggies,6 x 17 x 6,Fruits & Vegetables || Cuts & Sprouts
P0720,Coccinia - Sliced (Fresho),Cut & Peeled Veggies,47.8 x 80 x 47.8,Fruits & Vegetables || Cuts & Sprouts
P0721,Red Cabbage - Grated (Fresho),Cut & Peeled Veggies,1.5 x 25 x 12.5,Fruits & Vegetables || Cuts & Sprouts
P0722,Green Salad (Fresho),Cut & Peeled Veggies,5 x 7 x 5,Fruits & Vegetables || Cuts & Sprouts
P0724,Accel Detergent Cake (Ponvandu),Fresh Salads & Sprouts,6 x 24 x 10,Fruits & Vegetables || Cuts & Sprouts
P0725,Baby Corn - Peeled (Fresho),Detergent Bars,,Cleaning & Household || Detergents & Dishwash
P0726,Cabbage - Red (Fresho),Cut & Peeled Veggies,1 x 15 x 10,Fruits & Vegetables || Exotic Fruits & Veggies
P0727,Coriander Powder (Orika),Cabbage & Cauliflower,,Fruits & Vegetables || Exotic Fruits & Veggies
P0728,Toned Milk (Nandini),Powdered Spices,3 x 4 x 4,"Foodgrains, Oil & Masala || Masalas & Spices"
P0729,Masala - Fish Curry (Aachi),Milk,19 x 23 x 20,"Bakery, Cakes & Dairy || Dairy"
P0730,Masala - Fish Fry (Aachi),Blended Masalas,4.8 x 21.2 x 8.9,"Foodgrains, Oil & Masala || Masalas & Spices"
P0731,Corn Twist - Pizza (Makino),Blended Masalas,8 x 18 x 8,"Foodgrains, Oil & Masala || Masalas & Spices"
P0732,Winkin' Cow Vanillicious Thick Milkshake (Britannia),"Healthy, Baked Snacks",4.5 x 18.2 x 4.5,"Gourmet & World Food || Snacks, Dry Fruits, Nuts"
P0733,KitKat Chocolate Wafer Bar - 4 Fingers Pack (Nestle ),"Flavoured, Soya Milk",2 x 4 x 9,"Bakery, Cakes & Dairy || Dairy"
P0735,KitKat Chocolate Wafer Bar - 4 Fingers Pack (Nestle ),Chocolates,5 x 22.5 x 6.1,Snacks & Branded Foods || Biscuits & Cookies
P0736,Organic Seeds - Black Mustard/Sasive (Organic Tattva),Chocolates,70 x 165 x 36,Snacks & Branded Foods || Chocolates & Candies
P0737,Organic Seeds - Brown Mustard/Sasive (Organic Tattva),Organic Masalas & Spices,2 x 25 x 9,"Foodgrains, Oil & Masala || Organic Staples"
P0738,Fevicol MR Angular Tip (Pidilite),Organic Masalas & Spices,3.5 x 8.5 x 3.5,"Foodgrains, Oil & Masala || Organic Staples"
P0739,Haldi Milk (mother dairy),"Scissor, Glue & Tape",8.5 x 9 x 8.5,Cleaning & Household || Stationery
P0740,Sterilised Double Toned Flavored Milk - Pista (THIRUMALA),"Flavoured, Soya Milk",1 x 20 x 10,"Bakery, Cakes & Dairy || Dairy"
P0741,Dark Fantasy - Choco Fills Biscuits - Cookies (Sunfeast),"Flavoured, Soya Milk",3.8 x 16.4 x 9.5,"Bakery, Cakes & Dairy || Dairy"
P0742,Coke Zero Soft Drink - No Sugar (Coca-Cola),Cream Biscuits & Wafers,6.4 x 7 x 6.4,Snacks & Branded Foods || Biscuits & Cookies
P0744,Bleaching Powder - Strong (Zermisol),Cold Drinks,2 x 7 x 7,Beverages || Energy & Soft Drinks
P0745,Cornflour (Weikfield),Floor & Other Cleaners,,Cleaning & Household || All Purpose Cleaners
P0746,Haldi Chandan Soap (Jiva Ayurveda),Rice & Other Flours,1 x 1 x 1,"Foodgrains, Oil & Masala || Atta, Flours & Sooji"
P0747,Pure Magic Deuce Vanilla Biscuits (Britannia),Bathing Bars & Soaps,23 x 23 x 33.3,Beauty & Hygiene || Bath & Hand Wash
P0748, (),Cream Biscuits & Wafers,3.8 x 4.8 x 15.3,Snacks & Branded Foods || Biscuits & Cookies
