account_id,district_id,frequency,Date,Account_type,Card_Assigned
1947,35,MONTHLY ISSUANCE,2016-11-12,Salary account,Silver
2738,41,MONTHLY ISSUANCE,2016-11-12,NRI account,Silver
1809,1,WEEKLY ISSUANCE,2016-11-12,NRI account,Diamond
519,24,MONTHLY ISSUANCE,2016-11-12,Salary account,Silver
321,47,MONTHLY ISSUANCE,2016-11-11,Savings account,Silver
3548,23,MONTHLY ISSUANCE,2016-11-11,Salary account,Silver
5984,11,MONTHLY ISSUANCE,2016-11-11,Salary account,Silver
3091,3,MONTHLY ISSUANCE,2016-11-11,NRI account,Silver
626,72,MONTHLY ISSUANCE,2016-11-11,Savings account,Silver
998,47,MONTHLY ISSUANCE,2016-11-11,Savings account,Silver
3326,5,MONTHLY ISSUANCE,2016-11-11,Salary account,Silver
2457,76,MONTHLY ISSUANCE,2016-11-11,Savings account,Silver
3688,70,MONTHLY ISSUANCE,2016-11-10,Salary account,Silver
462,29,MONTHLY ISSUANCE,2016-11-10,NRI account,Silver
3243,1,MONTHLY ISSUANCE,2016-11-10,Salary account,Silver
8625,64,MONTHLY ISSUANCE,2016-11-10,Savings account,Silver
3948,1,MONTHLY ISSUANCE,2016-11-09,Salary account,Silver
648,13,MONTHLY ISSUANCE,2016-11-09,Salary account,Silver
4173,1,MONTHLY ISSUANCE,2016-11-08,NRI account,Silver
2700,74,MONTHLY ISSUANCE,2016-11-08,Savings account,Silver
2318,73,MONTHLY ISSUANCE,2016-11-08,Savings account,Silver
7965,55,MONTHLY ISSUANCE,2016-11-08,NRI account,Silver
3352,42,MONTHLY ISSUANCE,2016-11-08,NRI account,Silver
4255,70,WEEKLY ISSUANCE,2016-11-08,NRI account,Diamond
73,72,MONTHLY ISSUANCE,2016-11-08,Salary account,Silver
1984,73,MONTHLY ISSUANCE,2016-11-07,Savings account,Silver
243,55,WEEKLY ISSUANCE,2016-11-06,Savings account,Diamond
3687,71,MONTHLY ISSUANCE,2016-11-06,NRI account,Silver
743,10,MONTHLY ISSUANCE,2016-11-05,NRI account,Silver
3640,10,MONTHLY ISSUANCE,2016-11-05,Salary account,Silver
3354,63,MONTHLY ISSUANCE,2016-11-05,Savings account,Silver
107,64,MONTHLY ISSUANCE,2016-11-05,Savings account,Silver
841,1,MONTHLY ISSUANCE,2016-11-04,Salary account,Silver
2269,6,MONTHLY ISSUANCE,2016-11-04,Salary account,Silver
2867,30,MONTHLY ISSUANCE,2016-11-04,Salary account,Silver
3371,68,MONTHLY ISSUANCE,2016-11-04,Savings account,Silver
520,60,MONTHLY ISSUANCE,2016-11-04,Savings account,Silver
340,1,MONTHLY ISSUANCE,2016-11-03,NRI account,Silver
4079,52,MONTHLY ISSUANCE,2016-11-03,Savings account,Silver
3086,1,MONTHLY ISSUANCE,2016-11-02,Salary account,Silver
2250,35,MONTHLY ISSUANCE,2016-11-02,Savings account,Silver
1495,36,MONTHLY ISSUANCE,2016-11-01,NRI account,Silver
2582,28,MONTHLY ISSUANCE,2016-11-01,NRI account,Silver
4470,16,MONTHLY ISSUANCE,2016-11-01,Savings account,Silver
1381,57,MONTHLY ISSUANCE,2016-11-01,NRI account,Silver
2435,38,MONTHLY ISSUANCE,2016-11-01,Savings account,Silver
542,1,MONTHLY ISSUANCE,2016-11-01,Salary account,Silver
1123,13,MONTHLY ISSUANCE,2016-11-01,NRI account,Silver
3225,1,MONTHLY ISSUANCE,2016-11-01,NRI account,Silver
1133,1,MONTHLY ISSUANCE,2016-11-01,Savings account,Silver
1666,67,MONTHLY ISSUANCE,2016-10-30,Savings account,Silver
354,59,MONTHLY ISSUANCE,2016-10-28,NRI account,Silver
259,2,MONTHLY ISSUANCE,2016-10-28,NRI account,Silver
287,16,MONTHLY ISSUANCE,2016-10-27,NRI account,Silver
2180,45,MONTHLY ISSUANCE,2016-10-27,NRI account,Silver
397,11,MONTHLY ISSUANCE,2016-10-26,NRI account,Silver
3146,68,MONTHLY ISSUANCE,2016-10-26,Savings account,Silver
198,70,MONTHLY ISSUANCE,2016-10-25,NRI account,Silver
2345,5,MONTHLY ISSUANCE,2016-10-25,NRI account,Silver
5256,72,ISSUANCE AFTER TRANSACTION,2016-10-25,NRI account,Gold
40,64,MONTHLY ISSUANCE,2016-10-25,Savings account,Silver
419,13,MONTHLY ISSUANCE,2016-10-25,NRI account,Silver
3892,43,MONTHLY ISSUANCE,2016-10-25,NRI account,Silver
1217,69,MONTHLY ISSUANCE,2016-10-25,Salary account,Silver
126,5,MONTHLY ISSUANCE,2016-10-23,Salary account,Silver
2859,11,MONTHLY ISSUANCE,2016-10-23,Savings account,Silver
2667,23,MONTHLY ISSUANCE,2016-10-23,Savings account,Silver
1789,46,MONTHLY ISSUANCE,2016-10-23,NRI account,Silver
838,47,MONTHLY ISSUANCE,2016-10-23,Salary account,Silver
3264,70,MONTHLY ISSUANCE,2016-10-23,NRI account,Silver
3927,56,MONTHLY ISSUANCE,2016-10-22,Salary account,Silver
2050,1,MONTHLY ISSUANCE,2016-10-22,Savings account,Silver
2276,31,MONTHLY ISSUANCE,2016-10-22,Salary account,Silver
2140,75,MONTHLY ISSUANCE,2016-10-21,NRI account,Silver
1051,35,MONTHLY ISSUANCE,2016-10-21,Salary account,Silver
1565,36,MONTHLY ISSUANCE,2016-10-20,NRI account,Silver
2824,11,MONTHLY ISSUANCE,2016-10-20,NRI account,Silver
2052,61,MONTHLY ISSUANCE,2016-10-20,Salary account,Silver
1767,21,MONTHLY ISSUANCE,2016-10-20,NRI account,Silver
1345,28,MONTHLY ISSUANCE,2016-10-19,NRI account,Silver
4119,77,MONTHLY ISSUANCE,2016-10-18,NRI account,Silver
2660,1,WEEKLY ISSUANCE,2016-10-17,Salary account,Diamond
4287,1,MONTHLY ISSUANCE,2016-10-17,NRI account,Silver
3551,6,MONTHLY ISSUANCE,2016-10-17,NRI account,Silver
2072,41,MONTHLY ISSUANCE,2016-10-17,NRI account,Silver
102,11,MONTHLY ISSUANCE,2016-10-16,Salary account,Silver
540,75,MONTHLY ISSUANCE,2016-10-16,NRI account,Silver
931,59,MONTHLY ISSUANCE,2016-10-15,Savings account,Silver
4260,56,MONTHLY ISSUANCE,2016-10-14,Salary account,Silver
616,43,MONTHLY ISSUANCE,2016-10-14,Savings account,Silver
3483,40,MONTHLY ISSUANCE,2016-10-12,Salary account,Silver
3972,51,MONTHLY ISSUANCE,2016-10-11,NRI account,Silver
1468,54,MONTHLY ISSUANCE,2016-10-11,NRI account,Silver
624,70,MONTHLY ISSUANCE,2016-10-11,Salary account,Silver
11135,75,MONTHLY ISSUANCE,2016-10-10,Savings account,Silver
8041,1,MONTHLY ISSUANCE,2016-10-10,Savings account,Silver
492,5,MONTHLY ISSUANCE,2016-10-10,Savings account,Silver
799,56,MONTHLY ISSUANCE,2016-10-10,Savings account,Silver
2623,58,MONTHLY ISSUANCE,2016-10-09,NRI account,Silver
2793,47,MONTHLY ISSUANCE,2016-10-09,Savings account,Silver
2479,18,MONTHLY ISSUANCE,2016-10-09,NRI account,Silver
1516,67,MONTHLY ISSUANCE,2016-10-08,Savings account,Silver
4543,33,MONTHLY ISSUANCE,2016-10-08,Salary account,Silver
2427,70,WEEKLY ISSUANCE,2016-10-08,NRI account,Diamond
1981,64,MONTHLY ISSUANCE,2016-10-08,Savings account,Silver
8566,74,MONTHLY ISSUANCE,2016-10-08,Savings account,Silver
678,17,MONTHLY ISSUANCE,2016-10-08,NRI account,Silver
4659,56,MONTHLY ISSUANCE,2016-10-08,Salary account,Silver
4059,34,MONTHLY ISSUANCE,2016-10-08,Salary account,Silver
4013,73,ISSUANCE AFTER TRANSACTION,2016-10-08,NRI account,Gold
7011,75,MONTHLY ISSUANCE,2016-10-08,NRI account,Silver
2132,76,MONTHLY ISSUANCE,2016-10-08,Salary account,Silver
1816,44,MONTHLY ISSUANCE,2016-10-08,Salary account,Silver
235,41,MONTHLY ISSUANCE,2016-10-06,NRI account,Silver
3701,76,MONTHLY ISSUANCE,2016-10-06,NRI account,Silver
2201,8,MONTHLY ISSUANCE,2016-10-05,Savings account,Silver
1896,74,MONTHLY ISSUANCE,2016-10-05,Salary account,Silver
5387,1,MONTHLY ISSUANCE,2016-10-05,Salary account,Silver
3535,1,MONTHLY ISSUANCE,2016-10-05,Salary account,Silver
1120,1,MONTHLY ISSUANCE,2016-10-05,Savings account,Silver
1485,36,MONTHLY ISSUANCE,2016-10-03,NRI account,Silver
7769,23,MONTHLY ISSUANCE,2016-10-03,NRI account,Silver
2613,26,MONTHLY ISSUANCE,2016-10-03,Savings account,Silver
15,70,MONTHLY ISSUANCE,2016-10-02,Savings account,Silver
3237,20,MONTHLY ISSUANCE,2016-10-02,Salary account,Silver
3618,29,MONTHLY ISSUANCE,2016-09-29,Savings account,Silver
1016,40,MONTHLY ISSUANCE,2016-09-29,Salary account,Silver
3171,61,MONTHLY ISSUANCE,2016-09-28,NRI account,Silver
228,5,MONTHLY ISSUANCE,2016-09-28,NRI account,Silver
1052,61,MONTHLY ISSUANCE,2016-09-27,Salary account,Silver
10227,62,ISSUANCE AFTER TRANSACTION,2016-09-27,Salary account,Gold
27,73,MONTHLY ISSUANCE,2016-09-26,Savings account,Silver
4511,33,MONTHLY ISSUANCE,2016-09-26,Savings account,Silver
1453,61,WEEKLY ISSUANCE,2016-09-25,Savings account,Diamond
3977,7,MONTHLY ISSUANCE,2016-09-25,Salary account,Silver
8982,64,MONTHLY ISSUANCE,2016-09-25,NRI account,Silver
2617,1,MONTHLY ISSUANCE,2016-09-24,Salary account,Silver
467,74,MONTHLY ISSUANCE,2016-09-24,Salary account,Silver
4437,40,MONTHLY ISSUANCE,2016-09-24,Savings account,Silver
3505,46,MONTHLY ISSUANCE,2016-09-23,NRI account,Silver
1804,20,WEEKLY ISSUANCE,2016-09-23,Salary account,Diamond
39,36,MONTHLY ISSUANCE,2016-09-22,NRI account,Silver
1811,40,MONTHLY ISSUANCE,2016-09-22,Salary account,Silver
3822,8,MONTHLY ISSUANCE,2016-09-22,NRI account,Silver
1404,7,WEEKLY ISSUANCE,2016-09-22,Salary account,Diamond
517,76,MONTHLY ISSUANCE,2016-09-22,Salary account,Silver
1440,55,MONTHLY ISSUANCE,2016-09-22,NRI account,Silver
854,62,MONTHLY ISSUANCE,2016-09-21,Savings account,Silver
1831,1,MONTHLY ISSUANCE,2016-09-21,Salary account,Silver
3268,21,MONTHLY ISSUANCE,2016-09-20,Savings account,Silver
1602,33,MONTHLY ISSUANCE,2016-09-19,Salary account,Silver
2958,48,MONTHLY ISSUANCE,2016-09-19,Salary account,Silver
3408,62,MONTHLY ISSUANCE,2016-09-19,NRI account,Silver
153,77,MONTHLY ISSUANCE,2016-09-19,NRI account,Silver
8489,19,MONTHLY ISSUANCE,2016-09-18,Salary account,Silver
837,46,MONTHLY ISSUANCE,2016-09-18,Salary account,Silver
8759,1,MONTHLY ISSUANCE,2016-09-18,NRI account,Silver
34,67,WEEKLY ISSUANCE,2016-09-17,Savings account,Diamond
7133,1,MONTHLY ISSUANCE,2016-09-17,Salary account,Silver
699,1,MONTHLY ISSUANCE,2016-09-17,Salary account,Silver
2282,29,WEEKLY ISSUANCE,2016-09-17,NRI account,Diamond
2987,18,MONTHLY ISSUANCE,2016-09-16,NRI account,Silver
857,77,MONTHLY ISSUANCE,2016-09-16,Salary account,Silver
3042,10,MONTHLY ISSUANCE,2016-09-16,Salary account,Silver
2695,16,MONTHLY ISSUANCE,2016-09-16,Savings account,Silver
2849,1,MONTHLY ISSUANCE,2016-09-16,Savings account,Silver
2802,1,MONTHLY ISSUANCE,2016-09-16,NRI account,Silver
2671,1,MONTHLY ISSUANCE,2016-09-15,Salary account,Silver
1705,70,MONTHLY ISSUANCE,2016-09-15,Salary account,Silver
3028,27,MONTHLY ISSUANCE,2016-09-15,Salary account,Silver
3310,25,MONTHLY ISSUANCE,2016-09-15,Savings account,Silver
6715,48,WEEKLY ISSUANCE,2016-09-15,Salary account,Diamond
3255,1,MONTHLY ISSUANCE,2016-09-15,Salary account,Silver
3751,9,MONTHLY ISSUANCE,2016-09-15,NRI account,Silver
7774,74,ISSUANCE AFTER TRANSACTION,2016-09-14,Salary account,Gold
1547,72,MONTHLY ISSUANCE,2016-09-14,NRI account,Silver
1079,74,MONTHLY ISSUANCE,2016-09-14,Savings account,Silver
3863,15,MONTHLY ISSUANCE,2016-09-14,Salary account,Silver
3480,58,MONTHLY ISSUANCE,2016-09-14,Savings account,Silver
10940,50,MONTHLY ISSUANCE,2016-09-13,NRI account,Silver
9337,30,MONTHLY ISSUANCE,2016-09-13,Salary account,Silver
861,22,MONTHLY ISSUANCE,2016-09-13,NRI account,Silver
10440,72,MONTHLY ISSUANCE,2016-09-13,Savings account,Silver
10036,1,MONTHLY ISSUANCE,2016-09-13,Savings account,Silver
1234,6,MONTHLY ISSUANCE,2016-09-13,Salary account,Silver
1146,67,MONTHLY ISSUANCE,2016-09-12,Savings account,Silver
8564,68,MONTHLY ISSUANCE,2016-09-12,Salary account,Silver
750,73,MONTHLY ISSUANCE,2016-09-12,Salary account,Silver
2150,37,MONTHLY ISSUANCE,2016-09-12,Salary account,Silver
1410,74,MONTHLY ISSUANCE,2016-09-11,Salary account,Silver
1487,66,MONTHLY ISSUANCE,2016-09-10,Savings account,Silver
3157,77,MONTHLY ISSUANCE,2016-09-10,Salary account,Silver
4414,24,MONTHLY ISSUANCE,2016-09-10,Salary account,Silver
2302,24,MONTHLY ISSUANCE,2016-09-10,Salary account,Silver
2907,70,MONTHLY ISSUANCE,2016-09-09,Salary account,Silver
1091,16,MONTHLY ISSUANCE,2016-09-09,NRI account,Silver
6930,41,MONTHLY ISSUANCE,2016-09-08,Savings account,Silver
1107,42,MONTHLY ISSUANCE,2016-09-08,Savings account,Silver
8475,4,MONTHLY ISSUANCE,2016-09-08,NRI account,Silver
3575,7,MONTHLY ISSUANCE,2016-09-08,NRI account,Silver
2691,69,MONTHLY ISSUANCE,2016-09-08,NRI account,Silver
3323,13,MONTHLY ISSUANCE,2016-09-08,NRI account,Silver
2428,72,MONTHLY ISSUANCE,2016-09-08,Salary account,Silver
2649,2,MONTHLY ISSUANCE,2016-09-08,Salary account,Silver
1689,55,MONTHLY ISSUANCE,2016-09-07,NRI account,Silver
1197,68,MONTHLY ISSUANCE,2016-09-07,Salary account,Silver
5952,50,MONTHLY ISSUANCE,2016-09-07,Savings account,Silver
151,76,MONTHLY ISSUANCE,2016-09-06,Salary account,Silver
1719,1,MONTHLY ISSUANCE,2016-09-06,Savings account,Silver
3456,32,MONTHLY ISSUANCE,2016-09-06,NRI account,Silver
2951,44,MONTHLY ISSUANCE,2016-09-06,Savings account,Silver
7190,49,MONTHLY ISSUANCE,2016-09-06,NRI account,Silver
1827,10,MONTHLY ISSUANCE,2016-09-06,Savings account,Silver
7607,1,MONTHLY ISSUANCE,2016-09-05,Savings account,Silver
117,31,MONTHLY ISSUANCE,2016-09-05,Savings account,Silver
3509,2,MONTHLY ISSUANCE,2016-09-05,Savings account,Silver
2020,13,MONTHLY ISSUANCE,2016-09-04,NRI account,Silver
160,23,MONTHLY ISSUANCE,2016-09-04,Salary account,Silver
8073,24,ISSUANCE AFTER TRANSACTION,2016-09-03,Salary account,Gold
4463,67,MONTHLY ISSUANCE,2016-09-03,Salary account,Silver
2082,36,MONTHLY ISSUANCE,2016-09-03,Salary account,Silver
146,4,MONTHLY ISSUANCE,2016-09-02,NRI account,Silver
2576,1,MONTHLY ISSUANCE,2016-09-02,NRI account,Silver
3195,40,MONTHLY ISSUANCE,2016-09-02,Savings account,Silver
3920,74,MONTHLY ISSUANCE,2016-09-01,Savings account,Silver
3011,64,MONTHLY ISSUANCE,2016-09-01,Salary account,Silver
1337,23,MONTHLY ISSUANCE,2016-09-01,NRI account,Silver
2592,69,MONTHLY ISSUANCE,2016-09-01,Salary account,Silver
172,13,MONTHLY ISSUANCE,2016-08-30,Savings account,Silver
1694,6,WEEKLY ISSUANCE,2016-08-29,NRI account,Diamond
721,76,MONTHLY ISSUANCE,2016-08-29,NRI account,Silver
1106,20,WEEKLY ISSUANCE,2016-08-29,Savings account,Diamond
3319,56,MONTHLY ISSUANCE,2016-08-29,NRI account,Silver
10451,1,MONTHLY ISSUANCE,2016-08-29,Salary account,Silver
2894,17,MONTHLY ISSUANCE,2016-08-28,NRI account,Silver
2510,61,MONTHLY ISSUANCE,2016-08-28,Savings account,Silver
389,30,MONTHLY ISSUANCE,2016-08-28,Salary account,Silver
6051,56,MONTHLY ISSUANCE,2016-08-28,NRI account,Silver
730,4,MONTHLY ISSUANCE,2016-08-28,Salary account,Silver
1449,35,MONTHLY ISSUANCE,2016-08-26,Salary account,Silver
950,49,MONTHLY ISSUANCE,2016-08-26,NRI account,Silver
3361,45,MONTHLY ISSUANCE,2016-08-26,Salary account,Silver
3837,48,ISSUANCE AFTER TRANSACTION,2016-08-26,Salary account,Gold
33,22,MONTHLY ISSUANCE,2016-08-26,Salary account,Silver
162,60,MONTHLY ISSUANCE,2016-08-25,NRI account,Silver
5011,31,MONTHLY ISSUANCE,2016-08-25,NRI account,Silver
965,20,MONTHLY ISSUANCE,2016-08-25,Savings account,Silver
1305,57,MONTHLY ISSUANCE,2016-08-25,Savings account,Silver
815,56,MONTHLY ISSUANCE,2016-08-25,NRI account,Silver
6030,47,MONTHLY ISSUANCE,2016-08-24,NRI account,Silver
3407,28,MONTHLY ISSUANCE,2016-08-24,NRI account,Silver
1761,24,MONTHLY ISSUANCE,2016-08-24,NRI account,Silver
3306,75,MONTHLY ISSUANCE,2016-08-24,Salary account,Silver
1513,30,MONTHLY ISSUANCE,2016-08-23,Salary account,Silver
3053,11,MONTHLY ISSUANCE,2016-08-23,NRI account,Silver
1057,13,MONTHLY ISSUANCE,2016-08-23,NRI account,Silver
3477,71,MONTHLY ISSUANCE,2016-08-22,Savings account,Silver
3868,43,MONTHLY ISSUANCE,2016-08-21,NRI account,Silver
9869,12,MONTHLY ISSUANCE,2016-08-21,NRI account,Silver
1875,44,MONTHLY ISSUANCE,2016-08-21,NRI account,Silver
8212,52,ISSUANCE AFTER TRANSACTION,2016-08-21,Salary account,Gold
274,76,MONTHLY ISSUANCE,2016-08-20,NRI account,Silver
552,14,MONTHLY ISSUANCE,2016-08-20,NRI account,Silver
2417,44,MONTHLY ISSUANCE,2016-08-20,NRI account,Silver
978,73,MONTHLY ISSUANCE,2016-08-18,Salary account,Silver
2771,37,MONTHLY ISSUANCE,2016-08-18,Savings account,Silver
3891,1,MONTHLY ISSUANCE,2016-08-18,Savings account,Silver
9236,11,MONTHLY ISSUANCE,2016-08-18,NRI account,Silver
3221,5,MONTHLY ISSUANCE,2016-08-17,NRI account,Silver
2616,1,MONTHLY ISSUANCE,2016-08-17,Salary account,Silver
2137,4,ISSUANCE AFTER TRANSACTION,2016-08-17,Savings account,Gold
3113,67,MONTHLY ISSUANCE,2016-08-16,NRI account,Silver
5481,52,MONTHLY ISSUANCE,2016-08-16,Savings account,Silver
3035,15,WEEKLY ISSUANCE,2016-08-16,NRI account,Diamond
942,9,MONTHLY ISSUANCE,2016-08-16,Salary account,Silver
1779,33,MONTHLY ISSUANCE,2016-08-15,NRI account,Silver
1912,64,MONTHLY ISSUANCE,2016-08-15,NRI account,Silver
238,6,MONTHLY ISSUANCE,2016-08-15,Savings account,Silver
3220,29,MONTHLY ISSUANCE,2016-08-14,Salary account,Silver
1023,21,MONTHLY ISSUANCE,2016-08-13,Salary account,Silver
3683,33,MONTHLY ISSUANCE,2016-08-13,Savings account,Silver
1401,1,MONTHLY ISSUANCE,2016-08-12,Salary account,Silver
541,61,MONTHLY ISSUANCE,2016-08-12,NRI account,Silver
3792,10,MONTHLY ISSUANCE,2016-08-11,Salary account,Silver
523,1,MONTHLY ISSUANCE,2016-08-11,NRI account,Silver
3808,38,MONTHLY ISSUANCE,2016-08-11,Savings account,Silver
3166,71,MONTHLY ISSUANCE,2016-08-10,Salary account,Silver
11021,1,MONTHLY ISSUANCE,2016-08-10,Salary account,Silver
1701,1,MONTHLY ISSUANCE,2016-08-10,Savings account,Silver
3613,43,MONTHLY ISSUANCE,2016-08-10,Salary account,Silver
3600,27,MONTHLY ISSUANCE,2016-08-10,Savings account,Silver
3850,8,MONTHLY ISSUANCE,2016-08-09,Salary account,Silver
5366,70,MONTHLY ISSUANCE,2016-08-09,Savings account,Silver
747,39,MONTHLY ISSUANCE,2016-08-09,NRI account,Silver
26,52,MONTHLY ISSUANCE,2016-08-08,Savings account,Silver
657,47,MONTHLY ISSUANCE,2016-08-08,Salary account,Silver
3538,58,MONTHLY ISSUANCE,2016-08-08,Salary account,Silver
2167,16,MONTHLY ISSUANCE,2016-08-08,Salary account,Silver
3127,66,MONTHLY ISSUANCE,2016-08-08,NRI account,Silver
47,45,MONTHLY ISSUANCE,2016-08-08,NRI account,Silver
2542,21,MONTHLY ISSUANCE,2016-08-07,NRI account,Silver
1136,12,MONTHLY ISSUANCE,2016-08-07,Savings account,Silver
1589,37,MONTHLY ISSUANCE,2016-08-07,NRI account,Silver
3136,69,MONTHLY ISSUANCE,2016-08-07,Savings account,Silver
3547,54,MONTHLY ISSUANCE,2016-08-07,NRI account,Silver
3656,53,MONTHLY ISSUANCE,2016-08-06,Savings account,Silver
2038,42,MONTHLY ISSUANCE,2016-08-06,Salary account,Silver
3699,50,MONTHLY ISSUANCE,2016-08-05,NRI account,Silver
816,52,MONTHLY ISSUANCE,2016-08-05,Salary account,Silver
7857,75,MONTHLY ISSUANCE,2016-08-04,Savings account,Silver
6636,72,WEEKLY ISSUANCE,2016-08-04,Savings account,Diamond
601,29,MONTHLY ISSUANCE,2016-08-04,Savings account,Silver
3298,29,MONTHLY ISSUANCE,2016-08-04,Salary account,Silver
2938,1,MONTHLY ISSUANCE,2016-08-04,Savings account,Silver
2199,1,MONTHLY ISSUANCE,2016-08-04,Salary account,Silver
3745,5,MONTHLY ISSUANCE,2016-08-04,NRI account,Silver
9041,1,MONTHLY ISSUANCE,2016-08-03,Savings account,Silver
2620,22,MONTHLY ISSUANCE,2016-08-03,Salary account,Silver
3609,28,MONTHLY ISSUANCE,2016-08-03,Savings account,Silver
1382,48,MONTHLY ISSUANCE,2016-08-03,Savings account,Silver
930,41,MONTHLY ISSUANCE,2016-08-03,Salary account,Silver
1925,12,MONTHLY ISSUANCE,2016-08-03,NRI account,Silver
1834,62,MONTHLY ISSUANCE,2016-08-03,Salary account,Silver
1507,35,MONTHLY ISSUANCE,2016-08-03,NRI account,Silver
4000,7,MONTHLY ISSUANCE,2016-08-02,Savings account,Silver
3580,43,MONTHLY ISSUANCE,2016-08-01,NRI account,Silver
7819,38,MONTHLY ISSUANCE,2016-08-01,Salary account,Silver
759,23,MONTHLY ISSUANCE,2016-08-01,Salary account,Silver
6363,74,MONTHLY ISSUANCE,2016-08-01,NRI account,Silver
3738,51,MONTHLY ISSUANCE,2016-08-01,NRI account,Silver
3720,36,MONTHLY ISSUANCE,2016-07-30,Savings account,Silver
574,70,MONTHLY ISSUANCE,2016-07-30,NRI account,Silver
1429,57,MONTHLY ISSUANCE,2016-07-30,Salary account,Silver
403,1,MONTHLY ISSUANCE,2016-07-29,NRI account,Silver
445,63,WEEKLY ISSUANCE,2016-07-29,NRI account,Diamond
186,1,WEEKLY ISSUANCE,2016-07-29,NRI account,Diamond
7485,39,MONTHLY ISSUANCE,2016-07-28,NRI account,Silver
2088,4,MONTHLY ISSUANCE,2016-07-28,Savings account,Silver
225,1,MONTHLY ISSUANCE,2016-07-28,Savings account,Silver
1630,72,MONTHLY ISSUANCE,2016-07-28,NRI account,Silver
3982,26,MONTHLY ISSUANCE,2016-07-27,Savings account,Silver
2701,71,MONTHLY ISSUANCE,2016-07-27,Savings account,Silver
3629,48,MONTHLY ISSUANCE,2016-07-27,Salary account,Silver
2841,71,MONTHLY ISSUANCE,2016-07-27,NRI account,Silver
563,53,MONTHLY ISSUANCE,2016-07-27,Savings account,Silver
2732,5,MONTHLY ISSUANCE,2016-07-27,Savings account,Silver
1297,70,MONTHLY ISSUANCE,2016-07-27,Salary account,Silver
3287,18,MONTHLY ISSUANCE,2016-07-26,NRI account,Silver
6226,74,WEEKLY ISSUANCE,2016-07-26,NRI account,Diamond
2123,64,MONTHLY ISSUANCE,2016-07-26,Salary account,Silver
207,2,MONTHLY ISSUANCE,2016-07-25,NRI account,Silver
3212,70,MONTHLY ISSUANCE,2016-07-25,Salary account,Silver
4035,1,MONTHLY ISSUANCE,2016-07-25,NRI account,Silver
1268,74,MONTHLY ISSUANCE,2016-07-25,Salary account,Silver
9833,20,MONTHLY ISSUANCE,2016-07-24,Salary account,Silver
2253,74,MONTHLY ISSUANCE,2016-07-24,Savings account,Silver
1069,70,MONTHLY ISSUANCE,2016-07-24,NRI account,Silver
1201,61,MONTHLY ISSUANCE,2016-07-23,Savings account,Silver
4478,70,MONTHLY ISSUANCE,2016-07-23,Savings account,Silver
2915,57,MONTHLY ISSUANCE,2016-07-23,Savings account,Silver
2513,70,MONTHLY ISSUANCE,2016-07-22,Salary account,Silver
3493,63,MONTHLY ISSUANCE,2016-07-22,Salary account,Silver
3267,64,MONTHLY ISSUANCE,2016-07-21,Savings account,Silver
3222,4,MONTHLY ISSUANCE,2016-07-21,Savings account,Silver
408,41,MONTHLY ISSUANCE,2016-07-21,Savings account,Silver
2818,40,MONTHLY ISSUANCE,2016-07-21,Savings account,Silver
6273,38,MONTHLY ISSUANCE,2016-07-21,Salary account,Silver
1116,1,MONTHLY ISSUANCE,2016-07-20,Savings account,Silver
5700,42,MONTHLY ISSUANCE,2016-07-20,Salary account,Silver
757,50,MONTHLY ISSUANCE,2016-07-19,NRI account,Silver
400,28,MONTHLY ISSUANCE,2016-07-17,NRI account,Silver
1902,50,WEEKLY ISSUANCE,2016-07-17,Salary account,Diamond
3241,44,MONTHLY ISSUANCE,2016-07-16,Savings account,Silver
3465,1,MONTHLY ISSUANCE,2016-07-16,Savings account,Silver
3152,1,MONTHLY ISSUANCE,2016-07-16,Savings account,Silver
1497,1,MONTHLY ISSUANCE,2016-07-16,NRI account,Silver
3078,1,MONTHLY ISSUANCE,2016-07-16,Salary account,Silver
9703,68,MONTHLY ISSUANCE,2016-07-15,Savings account,Silver
234,73,MONTHLY ISSUANCE,2016-07-15,NRI account,Silver
3000,28,MONTHLY ISSUANCE,2016-07-14,Salary account,Silver
3955,64,MONTHLY ISSUANCE,2016-07-14,NRI account,Silver
1544,69,MONTHLY ISSUANCE,2016-07-14,NRI account,Silver
1892,28,MONTHLY ISSUANCE,2016-07-13,Salary account,Silver
3413,70,MONTHLY ISSUANCE,2016-07-13,NRI account,Silver
3654,47,MONTHLY ISSUANCE,2016-07-13,Salary account,Silver
1416,66,WEEKLY ISSUANCE,2016-07-12,Salary account,Diamond
3277,36,MONTHLY ISSUANCE,2016-07-12,Salary account,Silver
2213,68,MONTHLY ISSUANCE,2016-07-11,Savings account,Silver
1062,6,MONTHLY ISSUANCE,2016-07-11,Salary account,Silver
273,24,ISSUANCE AFTER TRANSACTION,2016-07-11,NRI account,Gold
10320,68,MONTHLY ISSUANCE,2016-07-11,Savings account,Silver
1684,32,WEEKLY ISSUANCE,2016-07-10,NRI account,Diamond
3748,1,MONTHLY ISSUANCE,2016-07-10,Savings account,Silver
3882,10,MONTHLY ISSUANCE,2016-07-09,NRI account,Silver
4159,74,MONTHLY ISSUANCE,2016-07-09,Savings account,Silver
907,41,MONTHLY ISSUANCE,2016-07-09,Savings account,Silver
1411,54,MONTHLY ISSUANCE,2016-07-09,Salary account,Silver
3939,70,MONTHLY ISSUANCE,2016-07-08,Salary account,Silver
2584,50,MONTHLY ISSUANCE,2016-07-08,NRI account,Silver
