ProductID,ProductName,Category,UnitPrice,StockAvailable,Supplier,SensitiveProductInfo
PROD1984,Know,Home,165.67,219,Brooks Ltd,Ground all officer receive.
PROD1985,Entire,Clothing,186.4,269,Wise-Dean,Grow season create western police whole.
PROD1986,They,Home,201.11,119,"Vang, Stanley and Valdez",Quickly tonight last when money enter quickly thousand.
PROD1987,Beat,Home,349.26,393,Williams Inc,Operation war everybody course often reduce.
PROD1988,Many,Clothing,197.34,335,Wallace-Martinez,But somebody note society get body across until.
PROD1989,After,Home,227.1,399,Wells-Hernandez,Letter change whom perhaps.
PROD1990,So,Clothing,122.58,181,"Jennings, Smith and Fisher",Field explain son administration.
PROD1991,Notice,Home,189.76,478,Bates LLC,Design stay but.
PROD1992,Area,Clothing,117.5,105,"Obrien, Taylor and Rivas",Figure involve produce a edge go exist.
PROD1993,Hard,Home,41.23,216,Hunt PLC,Program shoulder choice beat establish you culture.
PROD1994,Door,Home,303.71,204,Campbell Inc,Truth fact allow usually eat question hit human.
PROD1995,Rate,Electronics,335.77,69,Gonzalez-Gonzalez,Throw turn others community.
PROD1996,Authority,Electronics,311.65,43,Decker-Dudley,Quickly follow official raise current career.
PROD1997,Statement,Home,234.43,328,Warner-Phillips,Current figure father until leave contain site.
PROD1998,Reach,Home,192.99,300,Kelley and Sons,Benefit money reason mean rate group.
PROD1999,Amount,Books,432.35,227,"Fitzpatrick, Rivera and Smith",Into inside improve agree next whatever.
