AttendanceID,EmployeeID,Date,Status,CheckInTime,CheckOutTime
ATT58557,EMP15371,2022-05-02,Leave,15:18:15,10:14:46
ATT58558,EMP11667,2022-05-12,Absent,08:53:39,00:06:26
ATT58559,EMP16449,2022-07-16,Present,00:28:38,19:19:25
ATT58560,EMP10809,2022-07-21,Absent,15:58:42,07:01:25
ATT58561,EMP17790,2023-10-16,Present,05:35:32,19:11:38
ATT58562,EMP11519,2023-03-02,Leave,18:30:14,19:11:27
ATT58563,EMP12697,2022-07-03,Present,07:58:35,20:48:30
ATT58564,EMP13055,2022-01-04,Leave,15:49:16,06:39:14
ATT58565,EMP16199,2023-01-02,Present,03:58:01,05:29:43
ATT58566,EMP17370,2023-12-28,Remote,17:13:51,15:53:45
ATT58567,EMP18001,2023-02-08,Absent,03:30:42,09:04:53
ATT58568,EMP10219,2023-12-23,Leave,16:16:14,04:21:11
ATT58569,EMP14797,2023-02-02,Absent,13:18:58,16:05:44
ATT58570,EMP15671,2022-09-06,Leave,22:46:21,11:24:33
ATT58571,EMP10993,2023-12-04,Remote,00:29:29,21:57:04
ATT58572,EMP17715,2022-12-27,Present,02:20:25,21:57:57
ATT58573,EMP15553,2022-12-24,Present,20:11:51,18:42:23
ATT58574,EMP15058,2023-08-22,Present,05:52:03,06:58:21
ATT58575,EMP15509,2022-08-11,Absent,02:39:42,20:38:55
ATT58576,EMP10523,2023-10-16,Absent,01:15:03,05:27:07
ATT58577,EMP17421,2023-08-06,Absent,17:39:54,07:51:07
ATT58578,EMP17680,2023-07-15,Leave,18:32:01,20:06:21
ATT58579,EMP13155,2023-11-19,Present,01:40:02,13:58:30
ATT58580,EMP14259,2023-10-25,Present,01:32:45,04:42:51
ATT58581,EMP11701,2023-12-18,Present,16:00:17,20:44:11
ATT58582,EMP14527,2023-11-28,Absent,15:34:50,09:11:03
ATT58583,EMP12990,2022-05-30,Leave,21:40:07,09:47:10
ATT58584,EMP16652,2023-09-27,Leave,21:43:58,16:21:54
ATT58585,EMP12994,2023-10-20,Present,22:45:55,12:48:55
ATT58586,EMP17315,2023-05-22,Present,02:56:44,11:25:21
ATT58587,EMP18941,2022-05-03,Remote,08:37:07,14:14:27
ATT58588,EMP19543,2023-08-10,Absent,07:22:23,08:22:59
ATT58589,EMP11920,2023-06-03,Leave,16:19:07,03:46:10
ATT58590,EMP16685,2023-07-06,Absent,09:28:50,17:14:32
ATT58591,EMP17080,2022-04-20,Absent,17:39:14,14:18:58
ATT58592,EMP17347,2022-12-15,Absent,13:12:31,20:12:00
ATT58593,EMP18141,2023-07-31,Remote,07:29:01,14:08:42
ATT58594,EMP15405,2022-06-16,Leave,18:11:08,06:00:16
ATT58595,EMP17371,2023-07-28,Remote,04:21:01,13:46:17
ATT58596,EMP18998,2022-02-03,Leave,05:40:44,17:30:47
ATT58597,EMP13137,2022-12-12,Remote,13:03:23,05:43:16
ATT58598,EMP15334,2023-05-07,Remote,06:56:20,20:35:04
ATT58599,EMP19484,2023-09-29,Leave,23:03:59,17:13:44
ATT58600,EMP12877,2023-03-19,Present,18:18:18,05:17:27
ATT58601,EMP12577,2023-09-30,Present,09:09:41,16:25:25
ATT58602,EMP14242,2022-10-12,Remote,03:25:31,20:00:51
ATT58603,EMP15002,2023-07-26,Present,23:54:26,14:40:24
ATT58604,EMP16644,2022-03-11,Absent,17:10:45,18:05:42
ATT58605,EMP17610,2023-05-15,Present,11:04:13,22:38:36
ATT58606,EMP15255,2022-01-27,Present,04:27:49,14:21:21
ATT58607,EMP18766,2022-11-20,Leave,01:08:53,08:43:42
ATT58608,EMP11685,2023-08-03,Leave,18:06:05,21:20:41
ATT58609,EMP11170,2022-12-30,Present,15:48:54,11:02:35
ATT58610,EMP14987,2023-03-03,Present,05:55:48,12:14:34
ATT58611,EMP19672,2023-09-10,Leave,06:59:27,23:02:16
ATT58612,EMP11413,2022-10-20,Remote,05:40:14,14:18:37
ATT58613,EMP16169,2022-06-27,Leave,17:13:50,20:28:00
ATT58614,EMP10688,2023-06-24,Present,20:39:34,02:00:11
ATT58615,EMP11123,2023-08-02,Present,19:59:33,04:30:23
ATT58616,EMP13432,2023-12-01,Absent,19:32:27,17:59:03
ATT58617,EMP19880,2023-08-30,Leave,19:00:37,02:03:16
ATT58618,EMP15530,2023-12-03,Remote,23:49:06,01:50:46
ATT58619,EMP17370,2023-08-24,Absent,01:57:37,06:22:59
ATT58620,EMP18658,2023-04-27,Present,10:20:53,01:35:35
ATT58621,EMP16028,2023-07-13,Present,04:01:12,08:03:52
ATT58622,EMP15113,2022-08-14,Absent,21:22:50,03:07:37
ATT58623,EMP19092,2023-12-22,Absent,16:22:42,06:40:23
ATT58624,EMP18281,2022-11-21,Leave,09:32:32,07:58:06
ATT58625,EMP14166,2023-03-21,Present,05:31:42,17:59:36
ATT58626,EMP11676,2022-12-01,Absent,09:16:04,04:39:28
ATT58627,EMP10751,2022-07-25,Leave,14:32:44,23:52:49
ATT58628,EMP18559,2022-08-25,Present,08:40:59,14:52:44
ATT58629,EMP10737,2023-07-05,Present,04:04:46,08:06:40
ATT58630,EMP15158,2023-12-21,Leave,19:22:13,07:41:58
ATT58631,EMP10083,2022-10-06,Leave,12:13:36,05:21:45
ATT58632,EMP15324,2023-03-09,Remote,16:15:58,01:31:48
ATT58633,EMP14664,2023-10-25,Absent,20:56:12,16:02:41
ATT58634,EMP14411,2023-06-12,Remote,08:42:35,18:49:29
ATT58635,EMP10820,2022-02-20,Present,16:53:12,15:03:22
ATT58636,EMP17012,2023-07-16,Remote,18:01:07,11:32:44
ATT58637,EMP17851,2022-12-02,Leave,02:56:47,19:50:48
ATT58638,EMP18047,2022-03-07,Leave,22:25:43,22:39:59
ATT58639,EMP14517,2023-02-18,Remote,13:26:13,16:19:57
ATT58640,EMP14409,2023-09-02,Present,12:53:58,04:42:57
ATT58641,EMP14982,2023-05-03,Present,02:19:27,12:51:38
ATT58642,EMP17096,2022-02-04,Remote,19:06:59,17:15:02
ATT58643,EMP19783,2023-05-15,Remote,17:19:10,14:38:01
ATT58644,EMP11192,2023-09-28,Absent,19:28:38,19:35:28
ATT58645,EMP13460,2023-03-19,Remote,06:35:29,19:15:10
ATT58646,EMP18335,2022-05-05,Absent,20:01:10,15:07:17
ATT58647,EMP15278,2023-06-23,Leave,03:10:26,05:43:53
ATT58648,EMP14295,2022-04-22,Leave,13:12:58,07:22:04
ATT58649,EMP12955,2022-06-13,Remote,14:07:14,10:08:05
ATT58650,EMP11292,2022-06-07,Leave,22:52:29,22:27:43
ATT58651,EMP12198,2023-11-25,Absent,16:25:23,13:47:08
ATT58652,EMP17428,2023-07-27,Remote,19:05:51,21:59:04
ATT58653,EMP10967,2022-07-12,Present,17:34:31,00:57:46
ATT58654,EMP14734,2023-09-01,Leave,03:37:30,10:45:20
ATT58655,EMP13050,2023-01-21,Present,07:03:51,13:43:02
ATT58656,EMP15572,2022-01-12,Remote,08:28:07,16:00:23
ATT58657,EMP18175,2022-11-23,Leave,01:29:42,03:08:41
ATT58658,EMP14376,2023-10-05,Remote,15:12:06,18:16:13
ATT58659,EMP10607,2023-10-09,Remote,13:47:47,07:43:50
ATT58660,EMP15194,2022-01-07,Present,04:34:20,08:55:22
ATT58661,EMP16760,2023-12-01,Remote,20:29:35,00:23:01
ATT58662,EMP10599,2022-04-23,Present,23:21:07,17:33:23
ATT58663,EMP16269,2022-01-16,Leave,03:16:13,17:51:43
ATT58664,EMP15542,2023-07-27,Remote,04:23:17,05:29:00
ATT58665,EMP13387,2022-07-06,Remote,05:47:00,11:29:31
ATT58666,EMP12428,2022-08-27,Leave,01:05:43,09:12:18
ATT58667,EMP10045,2023-04-25,Leave,19:11:52,16:47:58
ATT58668,EMP16588,2022-06-05,Remote,03:33:30,22:25:02
ATT58669,EMP13501,2023-12-08,Leave,18:07:46,19:34:36
ATT58670,EMP10917,2023-09-28,Leave,23:01:21,21:48:23
ATT58671,EMP14672,2023-07-14,Leave,09:05:37,01:36:29
ATT58672,EMP19302,2022-09-02,Present,17:46:06,05:08:23
ATT58673,EMP10267,2022-08-28,Absent,13:46:14,09:07:59
ATT58674,EMP13664,2023-12-03,Remote,17:35:53,07:05:39
ATT58675,EMP19574,2022-05-30,Present,09:10:27,08:25:34
ATT58676,EMP10234,2023-08-11,Remote,17:25:56,10:17:55
ATT58677,EMP18268,2022-05-23,Present,06:41:17,15:54:59
ATT58678,EMP13515,2022-11-09,Present,10:31:03,11:15:11
ATT58679,EMP13476,2022-01-15,Absent,18:01:20,21:50:30
ATT58680,EMP11800,2022-11-28,Leave,23:26:21,07:45:02
ATT58681,EMP14726,2023-02-02,Remote,09:06:41,19:56:37
ATT58682,EMP18987,2022-03-07,Remote,00:59:41,21:27:15
ATT58683,EMP12454,2023-07-28,Leave,15:27:27,03:55:56
ATT58684,EMP15556,2022-10-10,Present,02:11:34,22:07:35
ATT58685,EMP18768,2022-02-13,Leave,00:21:32,02:32:23
ATT58686,EMP13894,2022-07-28,Remote,03:39:40,20:53:50
ATT58687,EMP12470,2022-01-25,Absent,21:16:58,02:29:52
ATT58688,EMP17890,2022-02-12,Remote,19:32:07,05:27:36
ATT58689,EMP15123,2023-08-05,Present,18:07:50,06:33:36
ATT58690,EMP16150,2023-12-03,Present,07:46:53,19:20:48
ATT58691,EMP15532,2022-12-29,Leave,13:55:39,06:43:59
ATT58692,EMP18815,2022-06-02,Present,01:48:58,16:49:33
ATT58693,EMP15606,2022-12-23,Remote,00:29:40,03:05:05
ATT58694,EMP12823,2023-01-09,Present,12:41:06,19:01:46
ATT58695,EMP18648,2023-01-04,Leave,17:59:53,23:30:56
ATT58696,EMP14356,2023-02-04,Present,03:12:36,10:47:09
ATT58697,EMP16718,2022-05-16,Remote,08:35:23,02:03:24
ATT58698,EMP15449,2022-01-28,Leave,12:56:53,12:58:19
ATT58699,EMP15290,2022-04-17,Remote,22:42:47,19:06:33
ATT58700,EMP10842,2022-12-14,Present,18:52:43,07:00:15
ATT58701,EMP10855,2023-03-18,Leave,08:00:53,14:53:09
ATT58702,EMP15895,2022-06-07,Leave,07:59:32,11:24:06
ATT58703,EMP16392,2022-09-10,Leave,04:47:02,07:15:51
ATT58704,EMP11153,2023-01-22,Present,00:39:10,17:11:40
ATT58705,EMP19095,2023-11-16,Present,21:09:09,18:16:30
ATT58706,EMP14395,2022-03-10,Leave,09:11:20,22:53:20
ATT58707,EMP17074,2023-09-03,Present,00:06:18,22:50:19
ATT58708,EMP14099,2022-07-03,Absent,17:08:09,09:50:45
ATT58709,EMP16165,2023-10-06,Absent,05:01:53,02:34:51
ATT58710,EMP10208,2023-05-24,Present,18:20:14,14:23:37
ATT58711,EMP13570,2022-01-25,Remote,04:28:06,12:27:19
ATT58712,EMP10185,2023-04-02,Remote,13:47:24,03:07:13
ATT58713,EMP17950,2022-10-30,Absent,10:10:44,01:19:19
ATT58714,EMP11683,2023-09-22,Absent,11:13:57,06:02:22
ATT58715,EMP11310,2022-06-18,Leave,14:22:04,19:51:22
ATT58716,EMP17409,2023-05-15,Absent,06:45:34,17:27:20
ATT58717,EMP14420,2022-01-05,Remote,02:59:48,00:19:20
ATT58718,EMP16877,2022-06-16,Absent,21:20:39,09:42:56
ATT58719,EMP18373,2022-05-04,Leave,02:04:02,05:56:24
ATT58720,EMP17866,2022-11-24,Leave,08:19:35,00:09:47
ATT58721,EMP14853,2023-06-23,Remote,20:11:58,20:48:39
ATT58722,EMP17386,2022-04-18,Remote,17:47:26,07:20:25
ATT58723,EMP18621,2023-04-28,Leave,06:54:44,22:42:11
ATT58724,EMP14227,2023-02-12,Absent,04:29:55,19:44:49
ATT58725,EMP14585,2022-11-03,Present,14:36:01,08:19:04
ATT58726,EMP17363,2022-10-10,Present,09:53:50,22:20:06
ATT58727,EMP10294,2022-06-17,Remote,02:34:41,21:59:17
ATT58728,EMP11762,2023-10-17,Remote,12:21:40,20:17:58
ATT58729,EMP12339,2023-08-07,Absent,17:27:17,17:09:57
ATT58730,EMP13122,2023-11-02,Present,00:53:44,11:51:32
ATT58731,EMP19209,2022-04-18,Absent,23:17:13,23:44:30
ATT58732,EMP18691,2023-04-01,Present,09:16:55,15:08:46
ATT58733,EMP12795,2022-08-10,Remote,20:11:36,12:35:21
ATT58734,EMP16563,2022-12-10,Absent,22:53:51,20:15:29
ATT58735,EMP17802,2023-11-09,Remote,21:15:20,07:58:11
ATT58736,EMP11381,2022-01-02,Absent,16:54:33,10:50:41
ATT58737,EMP14223,2022-02-01,Leave,16:44:00,14:31:05
ATT58738,EMP15422,2022-09-07,Leave,01:36:15,15:40:34
ATT58739,EMP16459,2023-03-08,Absent,12:27:11,07:28:18
ATT58740,EMP16084,2022-04-07,Remote,00:40:59,01:17:42
ATT58741,EMP18703,2023-08-22,Leave,14:33:01,16:59:24
ATT58742,EMP18581,2023-05-24,Remote,19:54:35,13:10:14
ATT58743,EMP10934,2022-04-03,Absent,04:39:55,02:15:23
ATT58744,EMP14211,2022-06-23,Present,10:20:29,17:11:33
ATT58745,EMP12631,2022-10-15,Absent,18:32:45,01:34:13
ATT58746,EMP11873,2022-02-18,Leave,11:02:30,08:50:02
ATT58747,EMP11681,2022-04-22,Remote,20:58:11,05:08:45
ATT58748,EMP13913,2022-08-09,Remote,18:47:43,13:49:35
ATT58749,EMP17365,2022-09-25,Absent,02:38:10,10:27:35
ATT58750,EMP12820,2023-09-23,Remote,17:37:22,15:56:43
ATT58751,EMP16252,2022-09-03,Absent,22:52:24,19:05:30
ATT58752,EMP11110,2023-07-04,Absent,03:15:29,11:51:56
ATT58753,EMP16008,2023-01-21,Remote,11:46:11,12:53:48
ATT58754,EMP19516,2022-07-18,Absent,15:55:46,03:20:01
ATT58755,EMP17966,2022-03-03,Leave,02:39:24,09:49:34
ATT58756,EMP19874,2022-05-16,Remote,08:17:14,12:45:37
ATT58757,EMP15603,2023-02-07,Absent,23:51:29,09:05:02
ATT58758,EMP18482,2023-12-03,Leave,15:26:52,22:50:56
ATT58759,EMP15247,2022-07-01,Present,07:07:37,18:38:06
ATT58760,EMP15948,2023-05-17,Absent,12:28:27,06:12:31
ATT58761,EMP13912,2022-01-15,Remote,00:04:35,08:31:05
ATT58762,EMP11847,2022-07-11,Present,21:23:08,00:46:07
ATT58763,EMP13873,2023-01-31,Leave,18:30:39,22:56:40
ATT58764,EMP12771,2023-08-02,Remote,10:46:05,00:04:37
ATT58765,EMP17897,2022-07-22,Present,14:43:54,00:53:58
ATT58766,EMP18126,2022-03-29,Absent,04:28:46,15:02:29
ATT58767,EMP11706,2022-09-22,Present,03:10:35,07:59:13
ATT58768,EMP10960,2022-01-21,Remote,17:47:20,02:03:18
ATT58769,EMP17255,2023-02-20,Absent,07:15:40,21:45:35
ATT58770,EMP16668,2022-07-31,Leave,10:06:21,21:18:01
ATT58771,EMP14027,2023-09-06,Leave,00:25:30,00:23:31
ATT58772,EMP19568,2023-09-12,Present,16:29:10,13:45:51
ATT58773,EMP10636,2022-09-29,Leave,11:10:02,05:08:25
ATT58774,EMP17855,2022-11-03,Leave,05:51:15,19:35:22
ATT58775,EMP12108,2022-12-14,Present,06:17:03,19:28:23
ATT58776,EMP14414,2022-12-08,Absent,13:37:13,01:02:10
ATT58777,EMP11976,2022-09-07,Remote,14:27:48,13:00:30
ATT58778,EMP15796,2022-10-26,Absent,18:43:38,05:18:26
ATT58779,EMP17514,2023-04-16,Absent,14:32:33,18:24:39
ATT58780,EMP13715,2023-10-09,Remote,04:31:25,11:41:51
ATT58781,EMP13779,2022-09-25,Present,20:48:19,15:24:17
ATT58782,EMP19447,2022-10-02,Present,00:05:26,02:39:46
ATT58783,EMP15486,2023-01-09,Absent,09:11:39,09:26:29
ATT58784,EMP11853,2022-03-05,Remote,05:55:38,05:05:00
ATT58785,EMP11295,2023-06-21,Present,13:11:46,20:56:24
ATT58786,EMP17998,2022-08-09,Present,15:46:54,11:53:56
ATT58787,EMP13943,2023-12-12,Absent,18:09:38,05:13:21
ATT58788,EMP15713,2023-11-30,Absent,12:20:05,04:53:36
ATT58789,EMP16927,2023-10-22,Present,16:48:48,11:27:36
ATT58790,EMP15806,2023-04-24,Remote,10:39:35,04:58:47
ATT58791,EMP12070,2023-11-08,Remote,11:15:46,14:50:55
ATT58792,EMP14727,2022-08-22,Absent,20:28:00,07:05:57
ATT58793,EMP19593,2023-07-04,Remote,12:06:34,01:44:48
ATT58794,EMP12423,2022-04-10,Remote,23:58:54,22:09:57
ATT58795,EMP13183,2023-09-06,Absent,10:59:42,18:32:22
ATT58796,EMP15049,2022-12-22,Present,14:46:01,21:08:15
ATT58797,EMP15825,2023-02-09,Present,12:35:40,20:46:55
ATT58798,EMP17480,2022-03-05,Absent,20:51:56,18:41:15
ATT58799,EMP17114,2023-08-19,Remote,23:32:37,14:47:59
ATT58800,EMP17684,2023-07-13,Absent,18:50:42,19:07:06
ATT58801,EMP12957,2022-12-19,Present,23:54:15,02:40:47
ATT58802,EMP16696,2023-08-29,Absent,05:39:21,08:46:19
ATT58803,EMP11202,2023-05-15,Absent,10:28:58,10:35:03
ATT58804,EMP10036,2022-07-29,Present,23:01:50,01:42:28
ATT58805,EMP16535,2023-03-10,Leave,02:31:32,11:03:07
ATT58806,EMP12184,2023-10-01,Leave,03:18:27,22:21:54
ATT58807,EMP16539,2023-05-29,Absent,20:10:12,23:21:05
ATT58808,EMP12836,2023-05-07,Absent,02:28:46,20:16:23
ATT58809,EMP19389,2023-07-15,Present,18:34:13,15:40:22
ATT58810,EMP17393,2023-03-20,Remote,18:10:33,06:14:02
ATT58811,EMP17705,2022-09-22,Absent,18:29:23,18:35:56
ATT58812,EMP19469,2022-01-22,Remote,23:33:10,01:36:22
ATT58813,EMP10117,2022-10-06,Remote,23:11:54,04:21:03
ATT58814,EMP12200,2022-02-23,Remote,20:14:25,05:21:52
ATT58815,EMP17229,2023-11-23,Remote,01:42:08,18:50:15
ATT58816,EMP16172,2022-02-11,Absent,08:35:10,15:24:48
ATT58817,EMP16241,2022-06-27,Present,18:46:20,14:57:04
ATT58818,EMP13090,2022-07-16,Absent,03:04:01,12:08:47
ATT58819,EMP19541,2023-09-15,Leave,15:39:04,20:54:16
ATT58820,EMP13023,2022-09-21,Remote,03:12:29,02:52:23
ATT58821,EMP16024,2023-07-05,Remote,20:14:14,09:16:04
ATT58822,EMP10341,2023-10-01,Absent,13:09:06,21:58:03
ATT58823,EMP16433,2022-10-06,Remote,15:40:04,18:41:58
ATT58824,EMP17150,2023-04-06,Leave,22:33:38,21:22:56
ATT58825,EMP16994,2023-07-23,Remote,23:45:06,23:33:11
ATT58826,EMP18936,2022-02-11,Absent,02:23:00,05:29:47
ATT58827,EMP11316,2022-02-19,Absent,22:15:24,02:44:12
ATT58828,EMP19547,2023-08-25,Present,04:23:47,16:11:03
ATT58829,EMP15728,2023-08-15,Remote,23:30:26,00:13:57
ATT58830,EMP17218,2022-06-15,Leave,08:36:59,06:08:41
ATT58831,EMP17226,2023-07-09,Remote,18:30:12,14:04:48
ATT58832,EMP10958,2022-06-27,Absent,18:11:05,11:30:52
ATT58833,EMP19854,2023-09-24,Leave,21:50:42,01:31:01
ATT58834,EMP15724,2023-07-04,Leave,10:48:32,17:16:51
ATT58835,EMP12227,2023-04-03,Absent,04:30:03,16:00:35
ATT58836,EMP10546,2022-11-22,Leave,11:30:59,03:37:03
ATT58837,EMP15165,2023-10-11,Remote,08:40:00,12:13:15
ATT58838,EMP18099,2023-02-26,Leave,01:20:31,00:09:00
ATT58839,EMP16629,2022-03-22,Absent,21:14:23,13:18:36
ATT58840,EMP13114,2022-04-06,Leave,08:25:01,02:16:10
ATT58841,EMP11755,2023-02-20,Absent,05:35:11,07:11:30
ATT58842,EMP17256,2023-10-06,Absent,00:34:28,12:44:51
ATT58843,EMP19175,2022-07-02,Remote,16:41:02,00:10:06
ATT58844,EMP18498,2023-10-14,Leave,10:45:19,14:24:14
ATT58845,EMP11365,2022-09-12,Remote,10:47:01,18:21:38
ATT58846,EMP11361,2022-10-11,Present,00:10:42,18:56:25
ATT58847,EMP17351,2023-01-25,Present,22:42:32,23:09:38
ATT58848,EMP12101,2022-09-13,Present,01:51:23,07:38:42
ATT58849,EMP17311,2023-09-21,Present,17:26:05,02:08:50
ATT58850,EMP11346,2022-10-12,Remote,03:21:51,12:34:34
ATT58851,EMP17936,2022-11-12,Absent,06:32:16,11:00:28
ATT58852,EMP12657,2023-03-22,Remote,16:53:59,11:21:08
ATT58853,EMP19708,2023-01-15,Leave,21:35:22,18:15:39
ATT58854,EMP12969,2022-11-02,Remote,04:33:39,20:27:32
ATT58855,EMP14077,2023-03-24,Remote,20:24:13,05:46:08
ATT58856,EMP18635,2023-05-10,Present,16:00:04,15:08:49
ATT58857,EMP15613,2022-06-24,Leave,19:59:25,16:15:10
ATT58858,EMP18739,2022-01-03,Absent,07:04:09,23:20:51
ATT58859,EMP13080,2023-05-12,Absent,06:59:02,02:09:28
ATT58860,EMP17072,2023-04-19,Remote,21:53:32,00:57:54
ATT58861,EMP18501,2023-10-14,Present,13:40:34,17:58:51
ATT58862,EMP19411,2022-09-13,Remote,04:26:25,04:38:35
ATT58863,EMP13397,2023-10-13,Absent,16:56:32,05:38:50
ATT58864,EMP12764,2023-12-17,Absent,19:27:20,15:51:36
ATT58865,EMP11352,2022-01-26,Leave,20:07:22,17:40:12
ATT58866,EMP13634,2023-11-28,Leave,02:29:29,04:02:20
ATT58867,EMP19597,2023-01-02,Remote,10:23:49,09:27:32
ATT58868,EMP15777,2022-03-24,Leave,18:18:41,08:42:27
ATT58869,EMP16169,2023-08-15,Leave,12:13:42,10:23:48
ATT58870,EMP17638,2023-05-27,Absent,21:51:12,01:44:07
ATT58871,EMP15508,2022-03-01,Present,03:45:37,19:52:32
ATT58872,EMP19646,2023-12-05,Absent,08:37:49,15:10:19
ATT58873,EMP17207,2023-11-08,Remote,04:18:00,05:25:21
ATT58874,EMP11863,2022-05-17,Absent,16:01:59,02:06:40
ATT58875,EMP14878,2022-06-08,Remote,03:59:43,00:00:49
ATT58876,EMP12450,2023-04-15,Remote,00:53:04,06:04:01
ATT58877,EMP11890,2022-12-10,Present,09:22:09,13:37:44
ATT58878,EMP10164,2023-11-13,Remote,04:23:09,10:17:45
ATT58879,EMP13275,2023-08-15,Remote,03:46:16,00:26:26
ATT58880,EMP11871,2023-02-08,Leave,17:07:07,01:12:56
ATT58881,EMP17103,2022-03-18,Absent,11:29:47,20:37:59
ATT58882,EMP19703,2022-10-29,Leave,07:39:55,05:14:09
ATT58883,EMP10340,2023-12-04,Absent,14:35:52,07:01:49
ATT58884,EMP13708,2023-10-23,Leave,22:38:37,19:08:27
ATT58885,EMP19555,2023-06-16,Leave,19:31:15,02:50:48
ATT58886,EMP11851,2022-12-09,Leave,08:37:45,04:52:01
ATT58887,EMP14217,2023-10-18,Leave,22:42:06,06:39:43
ATT58888,EMP16321,2022-08-03,Leave,14:46:15,13:28:11
ATT58889,EMP13989,2023-06-07,Leave,00:33:47,04:00:02
ATT58890,EMP19515,2023-03-27,Leave,13:58:09,18:28:39
ATT58891,EMP16688,2023-03-18,Leave,06:10:31,21:00:46
ATT58892,EMP11627,2022-05-26,Absent,11:20:21,15:43:08
ATT58893,EMP12535,2022-12-31,Leave,02:41:55,08:51:33
ATT58894,EMP13826,2023-03-09,Present,18:11:22,01:18:33
ATT58895,EMP11745,2022-06-04,Leave,02:16:00,10:11:44
ATT58896,EMP16650,2023-10-28,Present,13:41:45,09:44:18
ATT58897,EMP12169,2023-04-21,Absent,03:04:32,18:53:46
ATT58898,EMP10883,2022-04-18,Leave,22:15:26,14:28:32
ATT58899,EMP17100,2023-07-24,Present,13:44:21,17:50:50
ATT58900,EMP14778,2022-04-11,Absent,07:09:21,04:12:30
ATT58901,EMP12535,2022-03-24,Leave,20:04:18,19:03:54
ATT58902,EMP19650,2022-09-22,Present,09:19:35,23:28:09
ATT58903,EMP10630,2022-01-08,Remote,06:41:34,09:29:21
ATT58904,EMP18184,2023-06-20,Leave,04:26:34,11:55:00
ATT58905,EMP15010,2022-08-01,Absent,02:55:58,00:06:26
ATT58906,EMP12877,2023-07-11,Absent,21:08:15,20:04:55
ATT58907,EMP10424,2023-12-01,Leave,18:01:52,12:15:00
ATT58908,EMP15967,2023-06-06,Present,06:09:36,14:23:38
ATT58909,EMP12302,2022-11-11,Present,19:30:40,16:33:52
ATT58910,EMP16275,2022-05-07,Leave,03:43:22,12:00:56
ATT58911,EMP13083,2022-04-14,Remote,16:47:43,04:22:05
ATT58912,EMP19626,2023-12-02,Present,15:41:59,03:14:16
ATT58913,EMP10013,2022-08-12,Absent,19:28:50,21:17:37
ATT58914,EMP13087,2022-02-24,Leave,17:30:56,21:41:43
ATT58915,EMP13060,2022-04-27,Remote,21:08:55,10:43:57
ATT58916,EMP11116,2022-05-19,Absent,05:35:05,13:12:36
ATT58917,EMP11419,2023-11-29,Present,18:02:55,18:47:08
ATT58918,EMP12484,2022-10-22,Absent,22:37:36,21:21:47
ATT58919,EMP14096,2022-04-05,Leave,12:36:55,17:56:53
ATT58920,EMP17943,2022-06-07,Remote,15:14:30,17:56:10
ATT58921,EMP13959,2023-06-09,Leave,04:17:40,09:10:25
ATT58922,EMP11624,2022-04-30,Absent,18:42:29,21:37:18
ATT58923,EMP12786,2023-01-07,Leave,00:32:53,11:56:31
ATT58924,EMP11157,2022-04-09,Present,10:30:30,04:37:32
ATT58925,EMP16140,2023-11-25,Absent,23:20:47,07:13:36
ATT58926,EMP14798,2022-09-04,Leave,16:59:14,23:40:20
ATT58927,EMP19210,2023-10-20,Absent,08:59:26,10:46:30
ATT58928,EMP12169,2022-09-09,Remote,13:44:10,03:31:27
ATT58929,EMP10520,2022-06-27,Leave,20:57:31,13:20:13
ATT58930,EMP13379,2022-10-12,Leave,13:00:15,15:12:01
ATT58931,EMP12520,2022-07-30,Leave,01:00:54,22:49:14
ATT58932,EMP13893,2023-10-06,Present,11:13:03,10:52:14
ATT58933,EMP12021,2023-03-23,Remote,22:03:01,16:53:03
ATT58934,EMP15198,2022-10-19,Remote,19:18:51,05:39:14
ATT58935,EMP13893,2022-05-28,Remote,10:50:12,19:56:02
ATT58936,EMP12175,2023-04-07,Present,10:20:07,22:53:57
ATT58937,EMP19891,2022-01-19,Leave,21:17:31,03:55:47
ATT58938,EMP15529,2023-11-10,Absent,10:39:01,04:10:44
ATT58939,EMP19060,2023-06-03,Present,02:11:52,00:53:06
ATT58940,EMP13056,2022-10-10,Absent,19:24:32,13:32:05
ATT58941,EMP11704,2022-04-26,Remote,21:03:16,00:18:45
ATT58942,EMP16666,2023-02-18,Absent,12:35:20,00:05:04
ATT58943,EMP15182,2023-08-12,Present,10:30:43,17:43:27
ATT58944,EMP18602,2023-09-01,Present,19:16:09,05:16:49
ATT58945,EMP16182,2023-09-29,Present,18:59:34,03:04:31
ATT58946,EMP18980,2022-09-11,Absent,13:09:09,17:34:16
ATT58947,EMP14909,2022-08-14,Absent,00:15:08,17:37:16
ATT58948,EMP11438,2022-04-10,Present,06:29:15,18:14:34
ATT58949,EMP13658,2022-01-24,Present,00:01:12,21:06:26
ATT58950,EMP14914,2022-03-05,Absent,08:57:39,07:08:09
ATT58951,EMP11644,2022-09-08,Remote,05:01:52,22:01:33
ATT58952,EMP18839,2023-04-27,Present,22:17:06,09:36:25
ATT58953,EMP18274,2023-09-01,Absent,07:21:13,22:50:01
ATT58954,EMP17647,2022-06-02,Present,22:50:42,22:35:32
ATT58955,EMP14313,2023-10-13,Leave,07:32:05,03:11:16
ATT58956,EMP12932,2022-12-11,Remote,18:04:20,06:53:50
ATT58957,EMP18737,2023-10-18,Remote,03:14:19,16:52:38
